fecha_consulta,Moneda,Compra,Venta
2026-05-20,Dólar de N.A.,3.424,3.431
2026-05-20,Dólar Australiano,2.237,
2026-05-20,Dólar Canadiense,,2.5
2026-05-20,Peso Chileno,0.003,
2026-05-20,Libra Esterlina,4.607,4.713
2026-05-20,Yen Japonés,0.02,
2026-05-20,Peso Mexicano,0.197,0.198
2026-05-20,Franco Suizo,4.023,4.506
2026-05-20,Euro,3.703,4.1
