fecha_consulta,Moneda,Compra,Venta
2025-09-02,Dólar de N.A.,3.522,3.545
2025-09-02,Dólar Australiano,2.119,
2025-09-02,Dólar Canadiense,2.369,2.579
2025-09-02,Peso Chileno,0.003,
2025-09-02,Libra Esterlina,4.519,4.822
2025-09-02,Peso Mexicano,0.188,0.191
2025-09-02,Franco Suizo,4.031,
2025-09-02,Euro,3.862,4.362
