fecha_consulta,Moneda,Compra,Venta
2025-11-29,Dólar de N.A.,3.357,3.368
2025-11-29,Dólar Canadiense,,2.529
2025-11-29,Libra Esterlina,4.342,4.493
2025-11-29,Yen Japonés,0.021,0.022
2025-11-29,Peso Mexicano,0.183,0.187
2025-11-29,Franco Suizo,3.881,4.518
2025-11-29,Euro,3.62,4.041
