Ganancias horarias promedio (Mensual),Ganancias promedio por hora (Interanual),Promedio de horas semanales,Personas ocupadas,Índice De Costo De Empleo,Employment Cost - Benefits,Employment Cost - Wages,Tasa De Empleo,Trabajadores a tiempo completo,Nóminas gubernamentales,Despidos laborales y despidos,Jolts Vacantes de Empleo,Renuncias laborales informe JOLTs,Tasa de abandonos del trabajo,Ofertas de empleo,Tasa de participación,Salarios,Tasa de desempleo de largo plazo,Nóminas manufactureras,Nóminas no agrícolas,Nóminas privadas no agrícolas,Productividad No Agrícola,Empleo de Tiempo Parcial,Productividad,Tasa de desempleo U-6,Personas desempleadas,Tasa de desempleo,Costes laborales unitarios,Salarios,Salarios en la industria,Tasa de desempleo juvenil
0.30,3.90,34.30,163106.00,0.90,0.70,1.00,59.60,134837.00,-10.00,1604.00,7437.00,3142.00,2.00,7171.00,62.20,122.24,1.07,-11.00,73.00,83.00,-1.50,28437.00,115.49,7.90,7236.00,4.20,6.60,31.34,28.96,10.00,2025-08-05 12:30:12
