fecha_consulta,Moneda,Compra,Venta
2025-09-25,Dólar de N.A.,3.503,3.511
2025-09-25,Dólar Australiano,2.304,
2025-09-25,Dólar Canadiense,2.316,2.59
2025-09-25,Peso Chileno,0.003,
2025-09-25,Libra Esterlina,4.314,4.758
2025-09-25,Peso Mexicano,0.19,0.193
2025-09-25,Franco Suizo,4.176,4.734
2025-09-25,Euro,3.833,4.355
