fecha_consulta,Moneda,Compra,Venta
2026-04-11,Dólar de N.A.,3.379,3.385
2026-04-11,Dólar Canadiense,2.421,2.458
2026-04-11,Peso Chileno,0.003,
2026-04-11,Libra Esterlina,4.527,4.661
2026-04-11,Franco Suizo,,4.447
2026-04-11,Euro,3.884,4.068
