fecha_consulta,Moneda,Compra,Venta
2025-12-19,Dólar de N.A.,3.363,3.371
2025-12-19,Dólar Australiano,,2.404
2025-12-19,Dólar Canadiense,2.354,2.628
2025-12-19,Peso Chileno,0.003,
2025-12-19,Libra Esterlina,4.343,4.666
2025-12-19,Yen Japonés,0.021,0.024
2025-12-19,Peso Mexicano,0.187,0.188
2025-12-19,Franco Suizo,3.971,4.964
2025-12-19,Euro,3.668,4.097
