fecha_consulta,Moneda,Compra,Venta
2026-09-11,Dólar de N.A.,3.367,3.373
2026-09-11,Dólar Canadiense,2.258,
2026-09-11,Peso Chileno,0.003,
2026-09-11,Libra Esterlina,4.214,4.573
2026-09-11,Yen Japonés,0.021,0.024
2026-09-11,Peso Mexicano,0.198,0.199
2026-09-11,Franco Suizo,3.868,4.204
2026-09-11,Euro,3.795,4.092
