fecha_consulta,Moneda,Compra,Venta
2026-07-22,Dólar de N.A.,3.393,3.403
2026-07-22,Dólar Australiano,2.277,2.586
2026-07-22,Dólar Canadiense,2.331,2.425
2026-07-22,Peso Chileno,0.003,
2026-07-22,Libra Esterlina,4.234,4.642
2026-07-22,Yen Japonés,0.021,0.021
2026-07-22,Peso Mexicano,,0.194
2026-07-22,Franco Suizo,3.92,4.364
2026-07-22,Euro,3.854,3.937
