fecha_consulta,Moneda,Compra,Venta
2026-06-05,Dólar de N.A.,3.412,3.418
2026-06-05,Dólar Canadiense,2.34,2.786
2026-06-05,Peso Chileno,0.003,
2026-06-05,Libra Esterlina,4.259,4.781
2026-06-05,Yen Japonés,0.021,0.022
2026-06-05,Peso Mexicano,0.197,0.202
2026-06-05,Franco Suizo,4.143,4.45
2026-06-05,Euro,3.712,4.118
