fecha_consulta,Moneda,Compra,Venta
2025-07-07,Dólar de N.A.,3.541,3.556
2025-07-07,Dólar Canadiense,,2.661
2025-07-07,Libra Esterlina,,5.08
2025-07-07,Yen Japonés,0.025,
2025-07-07,Peso Mexicano,0.19,0.196
2025-07-07,Euro,3.96,4.424
