fecha_consulta,Moneda,Compra,Venta
2026-04-20,Dólar de N.A.,3.435,3.442
2026-04-20,Dólar Australiano,,2.705
2026-04-20,Dólar Canadiense,,2.643
2026-04-20,Peso Chileno,0.003,
2026-04-20,Libra Esterlina,4.643,4.757
2026-04-20,Yen Japonés,0.022,
2026-04-20,Peso Mexicano,0.2,0.201
2026-04-20,Franco Suizo,4.002,
2026-04-20,Euro,3.93,4.266
