Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.35,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.3,
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.3,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.3,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.25,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.2,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.2,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.2,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.11,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.01,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,24-06-2025,,,,,0.01,
FINANCIERA EFECTIVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,5.4,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,4.25,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,4,
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,4,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,4,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.55,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.5,
BBVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.5,
CMCP LIMA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.4,
COMPARTAMOS BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3.3,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,3,
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,2.85,
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,2.8,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,2.6,
ALFIN BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,2.5,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1.75,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1.7,
BANBIF,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1.4,
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1.15,
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,1,
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,0.75,
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,0.5,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,24-06-2025,,,,,0.2,
FINANCIERA EFECTIVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,5.4
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,4.25
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,4
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,4
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,4
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.55
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.5
BBVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.5
CMCP LIMA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.4
COMPARTAMOS BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3.3
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,3
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,2.85
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,2.8
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,2.6
ALFIN BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,2.5
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1.75
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1.7
BANBIF,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1.4
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1.15
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,1
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,0.75
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,0.5
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,24-06-2025,,,,,,0.25
FINANCIERA EFECTIVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,5.4,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,4.25,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,4,
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,4,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,4,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.5,
BBVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.5,
CMCP LIMA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.4,
COMPARTAMOS BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.3,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3.2,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,3,
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,2.85,
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,2.8,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,2.6,
ALFIN BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,2.5,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1.75,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1.7,
BANBIF,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1.4,
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1.15,
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,1,
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,0.75,
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,0.5,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,24-06-2025,,,,,0.2,
FINANCIERA EFECTIVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,5.4,
BANCO RIPLEY,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,4.25,
BANCO FALABELLA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,4,
CRAC LOS ANDES,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,4,
CRAC CENCOSUD SCOTIA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,4,
CMAC TRUJILLO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.85,
FINANCIERA CONFIANZA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.5,
BBVA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.5,
CMCP LIMA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.4,
COMPARTAMOS BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3.4,
BANBIF,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3,
CMAC PIURA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,3,
CMAC HUANCAYO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,2.95,
BN. SANTANDER CONS.,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,2.8,
CMAC CUSCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,2.6,
ALFIN BANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,2.5,
CMAC MAYNAS,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,1.75,
CMAC AREQUIPA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,1.7,
MIBANCO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,1.15,
BANCO PICHINCHA,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,1,
SCOTIABANK PERU,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,0.75,
INTERBANK,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,0.5,
BANCO DE CREDITO,,CAJAMARCA,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,24-06-2025,,,,,0.25,
BANCO FALABELLA,1.5,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC MAYNAS,0.25,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.25,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,0.25,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANBIF,0.2,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
INTERBANK,0.2,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
SCOTIABANK PERU,0.15,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0.1,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
FINANC. PROEMPRESA,0.1,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
ALFIN BANCO,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BBVA,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PIURA,-1.03,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCOM,-1.31,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO PICHINCHA,2.25,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCOM,0.5,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC MAYNAS,0.25,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC PIURA,0.15,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.15,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO RIPLEY,0.1,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
FINANC. PROEMPRESA,0.1,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC HUANCAYO,0.1,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CRAC LOS ANDES,0.08,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
COMPARTAMOS BANCO,0.01,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANBIF,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BBVA,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO FALABELLA,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BN. SANTANDER CONS.,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
INTERBANK,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
SCOTIABANK PERU,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,0,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO RIPLEY,4.8,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO FALABELLA,4,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
FINANC. PROEMPRESA,1,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
MIBANCO,1,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANBIF,0.8,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC MAYNAS,0.5,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
INTERBANK,0.5,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
CMAC AREQUIPA,0.3,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
BANCO DE CREDITO,0.25,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
SCOTIABANK PERU,0.25,CALLAO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,24-06-2025,,,,,,
