fecha_consulta,Moneda,Compra,Venta
2026-03-12,Dólar de N.A.,3.419,3.427
2026-03-12,Dólar Australiano,,2.643
2026-03-12,Dólar Canadiense,2.354,2.645
2026-03-12,Peso Chileno,0.003,
2026-03-12,Libra Esterlina,4.303,4.709
2026-03-12,Yen Japonés,0.022,
2026-03-12,Peso Mexicano,0.194,0.195
2026-03-12,Franco Suizo,4.075,4.419
2026-03-12,Euro,3.685,4.181
