fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2025-12-05,Moneda Nacional (TAMN),15.90,porcentaje,anual,SBS
2025-12-05,Moneda Nacional (TAMN+1),16.90,porcentaje,anual,SBS
2025-12-05,Moneda Nacional (TAMN+2),17.90,porcentaje,anual,SBS
2025-12-05,Moneda Extranjera (TAMEX),9.97,porcentaje,anual,SBS
