fecha_consulta,Moneda,Compra,Venta
2025-12-11,Dólar de N.A.,3.364,3.378
2025-12-11,Dólar Australiano,,2.445
2025-12-11,Dólar Canadiense,2.245,2.551
2025-12-11,Peso Chileno,0.003,
2025-12-11,Libra Esterlina,4.424,4.688
2025-12-11,Yen Japonés,0.021,0.023
2025-12-11,Peso Mexicano,0.184,0.186
2025-12-11,Franco Suizo,3.89,4.332
2025-12-11,Euro,3.744,4.082
