fecha_consulta,Moneda,Compra,Venta
2026-03-04,Dólar de N.A.,3.403,3.408
2026-03-04,Dólar Australiano,2.185,
2026-03-04,Dólar Canadiense,2.311,2.675
2026-03-04,Peso Chileno,0.003,
2026-03-04,Libra Esterlina,4.52,4.774
2026-03-04,Yen Japonés,,0.022
2026-03-04,Peso Mexicano,0.193,0.199
2026-03-04,Franco Suizo,4.054,4.387
2026-03-04,Euro,3.663,4.149
