fecha_consulta,Moneda,Compra,Venta
2025-07-21,Dólar de N.A.,3.558,3.568
2025-07-21,Dólar Canadiense,2.302,2.612
2025-07-21,Libra Esterlina,4.603,4.983
2025-07-21,Peso Mexicano,0.19,0.191
2025-07-21,Franco Suizo,4.077,4.503
2025-07-21,Euro,3.864,4.443
