fecha_consulta,Moneda,Compra,Venta
2025-11-23,Dólar de N.A.,3.384,3.391
2025-11-23,Dólar Australiano,,2.384
2025-11-23,Dólar Canadiense,2.076,2.414
2025-11-23,Peso Chileno,0.003,
2025-11-23,Libra Esterlina,4.4,4.474
2025-11-23,Franco Suizo,4.173,4.522
2025-11-23,Euro,3.776,3.959
