fecha_consulta,Moneda,Compra,Venta
2026-07-03,Dólar de N.A.,3.402,3.409
2026-07-03,Dólar Canadiense,,2.58
2026-07-03,Peso Chileno,0.003,
2026-07-03,Libra Esterlina,4.42,4.71
2026-07-03,Yen Japonés,0.021,
2026-07-03,Peso Mexicano,0.195,0.195
2026-07-03,Franco Suizo,,4.629
2026-07-03,Euro,3.752,4.069
