fecha_consulta,Moneda,Compra,Venta
2025-12-22,Dólar de N.A.,3.362,3.372
2025-12-22,Dólar Australiano,2.039,2.421
2025-12-22,Dólar Canadiense,2.251,2.456
2025-12-22,Peso Chileno,0.003,
2025-12-22,Libra Esterlina,4.197,4.885
2025-12-22,Yen Japonés,0.021,
2025-12-22,Peso Mexicano,0.186,0.188
2025-12-22,Franco Suizo,3.911,
2025-12-22,Euro,3.664,4.161
