fecha_consulta,Moneda,Compra,Venta
2026-07-12,Dólar de N.A.,3.388,3.397
2026-07-12,Dólar Canadiense,2.261,
2026-07-12,Peso Chileno,0.003,
2026-07-12,Libra Esterlina,4.411,4.821
2026-07-12,Yen Japonés,0.021,0.025
2026-07-12,Peso Mexicano,0.193,0.194
2026-07-12,Franco Suizo,,4.548
2026-07-12,Euro,3.746,4.014
