fecha_consulta,Moneda,Compra,Venta
2026-09-26,Dólar de N.A.,3.416,3.425
2026-09-26,Dólar Canadiense,2.227,2.745
2026-09-26,Libra Esterlina,4.486,4.513
2026-09-26,Yen Japonés,0.021,0.021
2026-09-26,Peso Mexicano,0.193,0.194
2026-09-26,Franco Suizo,3.865,4.496
2026-09-26,Euro,3.69,4.053
