fecha_consulta,Moneda,Compra,Venta
2025-09-26,Dólar de N.A.,3.501,3.511
2025-09-26,Dólar Canadiense,2.344,
2025-09-26,Peso Chileno,0.003,
2025-09-26,Libra Esterlina,4.414,4.921
2025-09-26,Yen Japonés,0.022,
2025-09-26,Peso Mexicano,0.189,0.19
2025-09-26,Franco Suizo,4.119,4.405
2025-09-26,Euro,3.823,4.309
