fecha_consulta,Moneda,Compra,Venta
2026-01-08,Dólar de N.A.,3.359,3.368
2026-01-08,Dólar Canadiense,2.263,2.583
2026-01-08,Peso Chileno,0.003,
2026-01-08,Libra Esterlina,,4.638
2026-01-08,Peso Mexicano,0.186,0.188
2026-01-08,Franco Suizo,3.971,4.783
2026-01-08,Euro,3.838,3.971
