fecha_consulta,Moneda,Compra,Venta
2026-02-25,Dólar de N.A.,3.354,3.363
2026-02-25,Dólar Australiano,,2.575
2026-02-25,Dólar Canadiense,2.269,2.474
2026-02-25,Libra Esterlina,4.241,4.688
2026-02-25,Yen Japonés,0.021,0.023
2026-02-25,Peso Mexicano,0.195,0.196
2026-02-25,Franco Suizo,3.988,4.374
2026-02-25,Euro,3.676,4.153
