fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2026-09-23,Moneda Nacional (TAMN),16.89,porcentaje,anual,SBS
2026-09-23,Moneda Nacional (TAMN+1),17.89,porcentaje,anual,SBS
2026-09-23,Moneda Nacional (TAMN+2),18.89,porcentaje,anual,SBS
2026-09-23,Moneda Extranjera (TAMEX),9.40,porcentaje,anual,SBS
