fecha_consulta,Moneda,Compra,Venta
2025-08-22,Dólar de N.A.,3.533,3.541
2025-08-22,Dólar Canadiense,2.382,2.555
2025-08-22,Peso Chileno,0.003,
2025-08-22,Libra Esterlina,4.414,4.94
2025-08-22,Peso Mexicano,0.188,0.189
2025-08-22,Franco Suizo,4.1,
2025-08-22,Euro,3.842,4.288
