fecha_consulta,Moneda,Compra,Venta
2025-08-15,Dólar de N.A.,3.555,3.555
2025-08-15,Dólar Canadiense,2.429,2.589
2025-08-15,Peso Chileno,0.003,
2025-08-15,Libra Esterlina,4.645,4.971
2025-08-15,Yen Japonés,0.022,
2025-08-15,Peso Mexicano,0.189,0.19
2025-08-15,Franco Suizo,4.049,4.651
2025-08-15,Euro,3.866,4.305
