fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2026-06-03,Moneda Nacional (TAMN),16.45,porcentaje,anual,SBS
2026-06-03,Moneda Nacional (TAMN+1),17.45,porcentaje,anual,SBS
2026-06-03,Moneda Nacional (TAMN+2),18.45,porcentaje,anual,SBS
2026-06-03,Moneda Extranjera (TAMEX),9.43,porcentaje,anual,SBS
