fecha_consulta,Moneda,Compra,Venta
2025-10-26,Dólar de N.A.,3.377,3.385
2025-10-26,Dólar Australiano,2.063,
2025-10-26,Dólar Canadiense,,2.425
2025-10-26,Peso Chileno,0.003,
2025-10-26,Libra Esterlina,4.263,4.648
2025-10-26,Yen Japonés,0.022,0.022
2025-10-26,Peso Mexicano,0.183,0.184
2025-10-26,Franco Suizo,3.948,4.571
2025-10-26,Euro,3.666,4.113
