Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
CMAC CUSCO,0.01,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
ALFIN BANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BBVA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC PIURA,-1.03,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO PICHINCHA,2.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC DEL SANTA,0.2,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC PIURA,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMCP LIMA,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC AREQUIPA,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO RIPLEY,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC TRUJILLO,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC HUANCAYO,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
FINANCIERA CONFIANZA,0.01,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
COMPARTAMOS BANCO,0.01,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANBIF,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO DE CREDITO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BBVA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO FALABELLA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BN. SANTANDER CONS.,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
INTERBANK,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
SCOTIABANK PERU,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
MIBANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO RIPLEY,4.8,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO FALABELLA,4,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
MIBANCO,1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANBIF,0.8,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
INTERBANK,0.5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC AREQUIPA,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC CUSCO,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO DE CREDITO,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
SCOTIABANK PERU,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
ALFIN BANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BN. SANTANDER CONS.,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC PIURA,-3.79,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BBVA,-9.6,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
FINANCIERA EFECTIVA,5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO PICHINCHA,4,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
COMPARTAMOS BANCO,3.5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMCP LIMA,1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
FINANCIERA CONFIANZA,0.75,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC DEL SANTA,0.6,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC TRUJILLO,0.6,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC PIURA,0.35,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC HUANCAYO,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC AREQUIPA,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO RIPLEY,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANBIF,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO DE CREDITO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BBVA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BANCO FALABELLA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
BN. SANTANDER CONS.,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
INTERBANK,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
SCOTIABANK PERU,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
MIBANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,29-07-2025,,,,,,
CMAC PIURA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,6.5,7,0.9,1,,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,6.5,6.5,0.25,0.25,,
FINANCIERA OH,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,6.5,6.5,0,0,,
CMCP LIMA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,6.3,6.5,1,1,,
CRAC CENCOSUD SCOTIA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5.75,5.75,0,0,,
FINANCIERA CONFIANZA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5.5,6,0.01,0.01,,
BN. SANTANDER CONS.,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5.5,5.5,0.8,0.8,,
CMAC TRUJILLO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5.5,7.5,0.25,0.5,,
COMPARTAMOS BANCO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5.5,6,0.2,0.2,,
BANCO RIPLEY,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5.25,5.25,1,1,,
BANCO FALABELLA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5,6,1.5,1.75,,
CMAC HUANCAYO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5,6,1,1,,
CMAC CUSCO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,4.75,5.75,0.25,0.4,,
MIBANCO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,3.75,5.75,1,1.3,,
BANBIF,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,1.75,3,0.8,1.3,,
BBVA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,1,3,0.5,1.25,,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,0.3,2.6,0.15,1.1,,
INTERBANK,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,29-07-2025,0.25,1.5,0.1,0.7,,
BANCO FALABELLA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,2,
BANCO PICHINCHA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,1,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.95,
BN. SANTANDER CONS.,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.8,
BBVA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.75,
CMCP LIMA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.45,
ALFIN BANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.4,
BANBIF,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.4,
CMAC HUANCAYO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.35,
MIBANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.35,
CMAC PIURA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.3,
INTERBANK,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.3,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.3,
BANCO RIPLEY,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.25,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.2,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.2,
CRAC CENCOSUD SCOTIA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.2,
CMAC TRUJILLO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.11,
FINANCIERA CONFIANZA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.01,
CMAC CUSCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,29-07-2025,,,,,0.01,
BANCO FALABELLA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,2,
BANCO PICHINCHA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,1,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.95,
BN. SANTANDER CONS.,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.8,
BBVA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.75,
BANBIF,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.5,
CMCP LIMA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.45,
ALFIN BANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.4,
CMAC HUANCAYO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.4,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.35,
MIBANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.35,
CMAC PIURA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.3,
INTERBANK,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.3,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.25,
BANCO RIPLEY,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.25,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.25,
CRAC CENCOSUD SCOTIA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.2,
CMAC TRUJILLO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.11,
CMAC CUSCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.1,
FINANCIERA CONFIANZA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.01,
COMPARTAMOS BANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,29-07-2025,,,,,0.01,
BANCO FALABELLA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,2,
BANCO PICHINCHA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,1,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.95,
BN. SANTANDER CONS.,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.8,
BBVA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.75,
ALFIN BANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.4,
BANBIF,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.4,
CMAC HUANCAYO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.35,
MIBANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.35,
CMAC PIURA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.3,
INTERBANK,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.3,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.3,
BANCO RIPLEY,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.25,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.2,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.2,
CRAC CENCOSUD SCOTIA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.2,
CMAC TRUJILLO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.11,
FINANCIERA CONFIANZA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.01,
CMAC CUSCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,29-07-2025,,,,,0.01,
FINANCIERA EFECTIVA,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,5.25,
BANCO RIPLEY,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,4.25,
BANCO FALABELLA,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,4,
CRAC LOS ANDES,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,4,
CRAC CENCOSUD SCOTIA,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,4,
CMAC TRUJILLO,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,3.55,
FINANCIERA CONFIANZA,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,3.5,
BBVA,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,3.5,
CMCP LIMA,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,3.4,
COMPARTAMOS BANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,3.3,
CMAC PIURA,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,3,
CMAC HUANCAYO,,ANCASH,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,29-07-2025,,,,,2.85,
