fecha_consulta,Moneda,Compra,Venta
2026-01-22,Dólar de N.A.,3.353,3.359
2026-01-22,Dólar Australiano,2.264,2.369
2026-01-22,Dólar Canadiense,2.305,2.556
2026-01-22,Peso Chileno,0.003,
2026-01-22,Libra Esterlina,4.411,4.767
2026-01-22,Yen Japonés,,0.022
2026-01-22,Peso Mexicano,0.191,0.192
2026-01-22,Euro,3.666,4.088
