fecha_consulta,Moneda,Compra,Venta
2026-01-17,Dólar de N.A.,3.354,3.363
2026-01-17,Dólar Australiano,2.236,
2026-01-17,Dólar Canadiense,2.405,2.475
2026-01-17,Peso Chileno,0.003,
2026-01-17,Libra Esterlina,4.475,4.616
2026-01-17,Yen Japonés,,0.022
2026-01-17,Peso Mexicano,0.189,0.19
2026-01-17,Franco Suizo,,4.282
2026-01-17,Euro,3.849,4.09
