fecha_consulta,Moneda,Compra,Venta
2026-05-28,Dólar de N.A.,3.414,3.421
2026-05-28,Dólar Australiano,,2.643
2026-05-28,Dólar Canadiense,,2.479
2026-05-28,Libra Esterlina,,4.924
2026-05-28,Yen Japonés,0.021,0.024
2026-05-28,Peso Mexicano,0.196,0.197
2026-05-28,Franco Suizo,4.009,4.36
2026-05-28,Euro,3.779,4.08
