fecha_consulta,Moneda,Compra,Venta
2025-09-14,Dólar de N.A.,3.489,3.499
2025-09-14,Dólar Canadiense,,2.535
2025-09-14,Libra Esterlina,,4.841
2025-09-14,Yen Japonés,0.024,
2025-09-14,Peso Mexicano,0.188,0.19
2025-09-14,Franco Suizo,4.204,4.532
2025-09-14,Euro,3.878,4.285
