fecha_consulta,Moneda,Compra,Venta
2025-08-27,Dólar de N.A.,3.53,3.538
2025-08-27,Dólar Australiano,2.202,
2025-08-27,Dólar Canadiense,2.442,2.57
2025-08-27,Peso Chileno,0.003,
2025-08-27,Libra Esterlina,4.751,4.84
2025-08-27,Yen Japonés,0.024,
2025-08-27,Peso Mexicano,0.189,0.19
2025-08-27,Franco Suizo,4.05,4.451
2025-08-27,Euro,3.846,4.282
