fecha_consulta,Moneda,Compra,Venta
2025-07-22,Dólar de N.A.,3.554,3.566
2025-07-22,Dólar Australiano,,2.531
2025-07-22,Dólar Canadiense,2.401,2.615
2025-07-22,Peso Chileno,0.003,
2025-07-22,Libra Esterlina,4.504,4.96
2025-07-22,Yen Japonés,0.024,
2025-07-22,Peso Mexicano,0.19,0.192
2025-07-22,Franco Suizo,4.143,
2025-07-22,Euro,3.886,4.423
