fecha_consulta,Moneda,Compra,Venta
2025-10-10,Dólar de N.A.,3.43,3.443
2025-10-10,Dólar Australiano,2.152,2.272
2025-10-10,Dólar Canadiense,2.437,2.465
2025-10-10,Peso Chileno,0.003,
2025-10-10,Libra Esterlina,4.255,4.729
2025-10-10,Yen Japonés,0.022,0.025
2025-10-10,Peso Mexicano,0.186,0.192
2025-10-10,Franco Suizo,3.95,4.286
2025-10-10,Euro,3.726,4.18
