fecha_consulta,Moneda,Compra,Venta
2025-07-25,Dólar de N.A.,3.542,3.555
2025-07-25,Dólar Australiano,2.151,
2025-07-25,Dólar Canadiense,2.468,2.621
2025-07-25,Peso Chileno,0.003,
2025-07-25,Libra Esterlina,4.475,4.966
2025-07-25,Yen Japonés,,0.024
2025-07-25,Peso Mexicano,0.19,0.194
2025-07-25,Franco Suizo,4.107,
2025-07-25,Euro,3.896,4.419
