fecha_consulta,Moneda,Compra,Venta
2025-07-23,Dólar de N.A.,3.554,3.561
2025-07-23,Dólar Canadiense,2.394,2.737
2025-07-23,Peso Chileno,,0.004
2025-07-23,Libra Esterlina,4.48,5.014
2025-07-23,Yen Japonés,0.024,
2025-07-23,Peso Mexicano,0.19,0.191
2025-07-23,Franco Suizo,4.119,4.547
2025-07-23,Euro,3.876,4.367
