fecha_consulta,Moneda,Compra,Venta
2025-09-10,Dólar de N.A.,3.502,3.509
2025-09-10,Dólar Australiano,2.109,2.494
2025-09-10,Dólar Canadiense,2.351,2.55
2025-09-10,Peso Chileno,0.003,
2025-09-10,Libra Esterlina,4.57,4.81
2025-09-10,Yen Japonés,,0.035
2025-09-10,Peso Mexicano,,0.204
2025-09-10,Franco Suizo,4.094,4.505
2025-09-10,Euro,3.812,4.343
