fecha_consulta,Moneda,Compra,Venta
2025-06-29,Dólar de N.A.,3.539,3.552
2025-06-29,Dólar Australiano,2.303,2.534
2025-06-29,Dólar Canadiense,2.6,2.645
2025-06-29,Peso Chileno,0.003,0.004
2025-06-29,Libra Esterlina,4.679,5.064
2025-06-29,Yen Japonés,,0.027
2025-06-29,Peso Mexicano,0.187,0.193
2025-06-29,Franco Suizo,4.206,
2025-06-29,Euro,3.905,4.304
