Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA (US$ 1000),TREA (US$ 3000),TREA (US$ 10000),TREA (S/. 1000),TREA (S/. 3000),TREA (S/. 10000),TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
CMAC HUANCAYO,0.1,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CRAC LOS ANDES,0.08,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA CONFIANZA,0.01,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BN. SANTANDER CONS.,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC ICA,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BN. SANTANDER CONS.,4.6,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANC. PROEMPRESA,1,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,1,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0.5,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.3,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC CUSCO,0.3,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0.25,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC ICA,0.2,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA EFECTIVA,4.5,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,4,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CRAC LOS ANDES,2,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANC. PROEMPRESA,1,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA CONFIANZA,0.75,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC TRUJILLO,0.6,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PIURA,0.35,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC HUANCAYO,0.3,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.3,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BN. SANTANDER CONS.,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC ICA,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.25,0.25,0.25,,,,,,,,,
MIBANCO,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.25,0.25,0.25,,,,,,,,,
INTERBANK,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.2,0.2,0.2,,,,,,,,,
SCOTIABANK PERU,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.15,0.15,0.15,,,,,,,,,
BANCO DE CREDITO,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.12,0.12,0.12,,,,,,,,,
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.1,0.1,0.1,,,,,,,,,
CMAC DEL SANTA,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0,0,0,,,,,,,,,
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,1,1,1,,,,,,
MIBANCO,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,1,1,1.5,,,,,,
INTERBANK,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0.5,0.5,0.5,,,,,,
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0.3,0.3,1,,,,,,
CMAC DEL SANTA,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0,0,0,,,,,,
SCOTIABANK PERU,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,-9.35,0.25,0.5,,,,,,
BANCO DE CREDITO,,APURIMAC,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,-9.48,0.12,0.12,,,,,,
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.9,6.9,0.25,0.25,,
CMAC PIURA,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.5,7,0.9,1,,
FINANCIERA OH,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.5,6.5,0,0,,
CRAC LOS ANDES,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6,6,0.5,0.5,,
FINANCIERA CONFIANZA,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,6,0.01,0.01,,
BN. SANTANDER CONS.,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,5.5,0.8,0.8,,
CMAC TRUJILLO,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,7.5,0.25,0.5,,
CMAC HUANCAYO,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6,1,1,,
CMAC CUSCO,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,4.75,5.75,0.25,0.4,,
CMAC ICA,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,4,5.5,1,1.5,,
MIBANCO,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,3.75,5.75,1,1.3,,
BBVA,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,1,3,0.5,1.25,,
SCOTIABANK PERU,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,0.3,2.6,0.15,1.1,,
INTERBANK,,APURIMAC,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,0.25,1.5,0.1,0.7,,
CMAC TRUJILLO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,2.1,
BN. SANTANDER CONS.,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.8,
SCOTIABANK PERU,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.7,
CRAC LOS ANDES,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
CMAC HUANCAYO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
MIBANCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
CMAC PIURA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
INTERBANK,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.25,
BANCO DE CREDITO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC ICA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.15,
FINANCIERA CONFIANZA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CMAC CUSCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
BN. SANTANDER CONS.,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.8,
SCOTIABANK PERU,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.7,
CRAC LOS ANDES,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
CMAC HUANCAYO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.4,
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
MIBANCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
CMAC PIURA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
INTERBANK,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
BANCO DE CREDITO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.25,
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.25,
CMAC ICA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.15,
CMAC TRUJILLO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.11,
FINANCIERA CONFIANZA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CMAC CUSCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
BN. SANTANDER CONS.,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.8,
SCOTIABANK PERU,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.7,
CRAC LOS ANDES,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
CMAC HUANCAYO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
MIBANCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
CMAC PIURA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
INTERBANK,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.25,
BANCO DE CREDITO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC ICA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.15,
CMAC TRUJILLO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.11,
FINANCIERA CONFIANZA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CMAC CUSCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
FINANCIERA EFECTIVA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,5.25,
CRAC LOS ANDES,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,4,
FINANCIERA CONFIANZA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.5,
CMAC TRUJILLO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.2,
CMAC PIURA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3,
CMAC ICA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3,
CMAC HUANCAYO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2.85,
BN. SANTANDER CONS.,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2.8,
CMAC CUSCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2.6,
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.8,
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.7,
BANCO PICHINCHA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.25,
MIBANCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.15,
INTERBANK,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
SCOTIABANK PERU,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
BANCO DE CREDITO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
FINANCIERA EFECTIVA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,5.25
CRAC LOS ANDES,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,4
FINANCIERA CONFIANZA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,3.5
CMAC PIURA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,3
CMAC ICA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,3
CMAC HUANCAYO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,2.85
BN. SANTANDER CONS.,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,2.8
CMAC CUSCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,2.6
FINANC. PROEMPRESA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,1.8
CMAC AREQUIPA,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,1.7
MIBANCO,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,1.15
INTERBANK,,APURIMAC,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,0.5
