fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2025-11-30,Moneda Nacional (TAMN),15.86,porcentaje,anual,SBS
2025-11-30,Moneda Nacional (TAMN+1),16.86,porcentaje,anual,SBS
2025-11-30,Moneda Nacional (TAMN+2),17.86,porcentaje,anual,SBS
2025-11-30,Moneda Extranjera (TAMEX),9.82,porcentaje,anual,SBS
2025-12-01,Moneda Nacional (TAMN),15.86,porcentaje,anual,SBS
2025-12-01,Moneda Nacional (TAMN+1),16.86,porcentaje,anual,SBS
2025-12-01,Moneda Nacional (TAMN+2),17.86,porcentaje,anual,SBS
2025-12-01,Moneda Extranjera (TAMEX),9.82,porcentaje,anual,SBS
2025-12-02,Moneda Nacional (TAMN),15.85,porcentaje,anual,SBS
2025-12-02,Moneda Nacional (TAMN+1),16.85,porcentaje,anual,SBS
2025-12-02,Moneda Nacional (TAMN+2),17.85,porcentaje,anual,SBS
2025-12-02,Moneda Extranjera (TAMEX),9.86,porcentaje,anual,SBS
2025-12-03,Moneda Nacional (TAMN),15.94,porcentaje,anual,SBS
2025-12-03,Moneda Nacional (TAMN+1),16.94,porcentaje,anual,SBS
2025-12-03,Moneda Nacional (TAMN+2),17.94,porcentaje,anual,SBS
2025-12-03,Moneda Extranjera (TAMEX),9.96,porcentaje,anual,SBS
2025-12-04,Moneda Nacional (TAMN),15.92,porcentaje,anual,SBS
2025-12-04,Moneda Nacional (TAMN+1),16.92,porcentaje,anual,SBS
2025-12-04,Moneda Nacional (TAMN+2),17.92,porcentaje,anual,SBS
2025-12-04,Moneda Extranjera (TAMEX),9.98,porcentaje,anual,SBS
2025-12-05,Moneda Nacional (TAMN),15.9,porcentaje,anual,SBS
2025-12-05,Moneda Nacional (TAMN+1),16.9,porcentaje,anual,SBS
2025-12-05,Moneda Nacional (TAMN+2),17.9,porcentaje,anual,SBS
2025-12-05,Moneda Extranjera (TAMEX),9.97,porcentaje,anual,SBS
2025-12-06,Moneda Nacional (TAMN),15.88,porcentaje,anual,SBS
2025-12-06,Moneda Nacional (TAMN+1),16.88,porcentaje,anual,SBS
2025-12-06,Moneda Nacional (TAMN+2),17.88,porcentaje,anual,SBS
2025-12-06,Moneda Extranjera (TAMEX),9.95,porcentaje,anual,SBS
2025-12-07,Moneda Nacional (TAMN),15.88,porcentaje,anual,SBS
2025-12-07,Moneda Nacional (TAMN+1),16.88,porcentaje,anual,SBS
2025-12-07,Moneda Nacional (TAMN+2),17.88,porcentaje,anual,SBS
2025-12-07,Moneda Extranjera (TAMEX),9.95,porcentaje,anual,SBS
2025-12-08,Moneda Nacional (TAMN),15.88,porcentaje,anual,SBS
2025-12-08,Moneda Nacional (TAMN+1),16.88,porcentaje,anual,SBS
2025-12-08,Moneda Nacional (TAMN+2),17.88,porcentaje,anual,SBS
2025-12-08,Moneda Extranjera (TAMEX),9.95,porcentaje,anual,SBS
2025-12-09,Moneda Nacional (TAMN),15.88,porcentaje,anual,SBS
2025-12-09,Moneda Nacional (TAMN+1),16.88,porcentaje,anual,SBS
2025-12-09,Moneda Nacional (TAMN+2),17.88,porcentaje,anual,SBS
2025-12-09,Moneda Extranjera (TAMEX),9.95,porcentaje,anual,SBS
2025-12-10,Moneda Nacional (TAMN),15.88,porcentaje,anual,SBS
2025-12-10,Moneda Nacional (TAMN+1),16.88,porcentaje,anual,SBS
2025-12-10,Moneda Nacional (TAMN+2),17.88,porcentaje,anual,SBS
2025-12-10,Moneda Extranjera (TAMEX),9.95,porcentaje,anual,SBS
2025-12-11,Moneda Nacional (TAMN),15.77,porcentaje,anual,SBS
2025-12-11,Moneda Nacional (TAMN+1),16.77,porcentaje,anual,SBS
2025-12-11,Moneda Nacional (TAMN+2),17.77,porcentaje,anual,SBS
2025-12-11,Moneda Extranjera (TAMEX),9.88,porcentaje,anual,SBS
2025-12-12,Moneda Nacional (TAMN),15.86,porcentaje,anual,SBS
2025-12-12,Moneda Nacional (TAMN+1),16.86,porcentaje,anual,SBS
2025-12-12,Moneda Nacional (TAMN+2),17.86,porcentaje,anual,SBS
2025-12-12,Moneda Extranjera (TAMEX),9.94,porcentaje,anual,SBS
2025-12-13,Moneda Nacional (TAMN),15.89,porcentaje,anual,SBS
2025-12-13,Moneda Nacional (TAMN+1),16.89,porcentaje,anual,SBS
2025-12-13,Moneda Nacional (TAMN+2),17.89,porcentaje,anual,SBS
2025-12-13,Moneda Extranjera (TAMEX),9.93,porcentaje,anual,SBS
2025-12-14,Moneda Nacional (TAMN),15.89,porcentaje,anual,SBS
2025-12-14,Moneda Nacional (TAMN+1),16.89,porcentaje,anual,SBS
2025-12-14,Moneda Nacional (TAMN+2),17.89,porcentaje,anual,SBS
2025-12-14,Moneda Extranjera (TAMEX),9.93,porcentaje,anual,SBS
2025-12-15,Moneda Nacional (TAMN),15.89,porcentaje,anual,SBS
2025-12-15,Moneda Nacional (TAMN+1),16.89,porcentaje,anual,SBS
2025-12-15,Moneda Nacional (TAMN+2),17.89,porcentaje,anual,SBS
2025-12-15,Moneda Extranjera (TAMEX),9.93,porcentaje,anual,SBS
2025-12-16,Moneda Nacional (TAMN),15.87,porcentaje,anual,SBS
2025-12-16,Moneda Nacional (TAMN+1),16.87,porcentaje,anual,SBS
2025-12-16,Moneda Nacional (TAMN+2),17.87,porcentaje,anual,SBS
2025-12-16,Moneda Extranjera (TAMEX),9.91,porcentaje,anual,SBS
2025-12-17,Moneda Nacional (TAMN),15.86,porcentaje,anual,SBS
2025-12-17,Moneda Nacional (TAMN+1),16.86,porcentaje,anual,SBS
2025-12-17,Moneda Nacional (TAMN+2),17.86,porcentaje,anual,SBS
2025-12-17,Moneda Extranjera (TAMEX),9.87,porcentaje,anual,SBS
2025-12-18,Moneda Nacional (TAMN),15.8,porcentaje,anual,SBS
2025-12-18,Moneda Nacional (TAMN+1),16.8,porcentaje,anual,SBS
2025-12-18,Moneda Nacional (TAMN+2),17.8,porcentaje,anual,SBS
2025-12-18,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2025-12-19,Moneda Nacional (TAMN),15.77,porcentaje,anual,SBS
2025-12-19,Moneda Nacional (TAMN+1),16.77,porcentaje,anual,SBS
2025-12-19,Moneda Nacional (TAMN+2),17.77,porcentaje,anual,SBS
2025-12-19,Moneda Extranjera (TAMEX),9.81,porcentaje,anual,SBS
2025-12-20,Moneda Nacional (TAMN),15.75,porcentaje,anual,SBS
2025-12-20,Moneda Nacional (TAMN+1),16.75,porcentaje,anual,SBS
2025-12-20,Moneda Nacional (TAMN+2),17.75,porcentaje,anual,SBS
2025-12-20,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-12-21,Moneda Nacional (TAMN),15.75,porcentaje,anual,SBS
2025-12-21,Moneda Nacional (TAMN+1),16.75,porcentaje,anual,SBS
2025-12-21,Moneda Nacional (TAMN+2),17.75,porcentaje,anual,SBS
2025-12-21,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-12-22,Moneda Nacional (TAMN),15.75,porcentaje,anual,SBS
2025-12-22,Moneda Nacional (TAMN+1),16.75,porcentaje,anual,SBS
2025-12-22,Moneda Nacional (TAMN+2),17.75,porcentaje,anual,SBS
2025-12-22,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-12-23,Moneda Nacional (TAMN),15.77,porcentaje,anual,SBS
2025-12-23,Moneda Nacional (TAMN+1),16.77,porcentaje,anual,SBS
2025-12-23,Moneda Nacional (TAMN+2),17.77,porcentaje,anual,SBS
2025-12-23,Moneda Extranjera (TAMEX),9.68,porcentaje,anual,SBS
2025-12-24,Moneda Nacional (TAMN),15.78,porcentaje,anual,SBS
2025-12-24,Moneda Nacional (TAMN+1),16.78,porcentaje,anual,SBS
2025-12-24,Moneda Nacional (TAMN+2),17.78,porcentaje,anual,SBS
2025-12-24,Moneda Extranjera (TAMEX),9.55,porcentaje,anual,SBS
2025-12-25,Moneda Nacional (TAMN),15.81,porcentaje,anual,SBS
2025-12-25,Moneda Nacional (TAMN+1),16.81,porcentaje,anual,SBS
2025-12-25,Moneda Nacional (TAMN+2),17.81,porcentaje,anual,SBS
2025-12-25,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2025-12-26,Moneda Nacional (TAMN),15.81,porcentaje,anual,SBS
2025-12-26,Moneda Nacional (TAMN+1),16.81,porcentaje,anual,SBS
2025-12-26,Moneda Nacional (TAMN+2),17.81,porcentaje,anual,SBS
2025-12-26,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2025-12-27,Moneda Nacional (TAMN),15.81,porcentaje,anual,SBS
2025-12-27,Moneda Nacional (TAMN+1),16.81,porcentaje,anual,SBS
2025-12-27,Moneda Nacional (TAMN+2),17.81,porcentaje,anual,SBS
2025-12-27,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2025-12-28,Moneda Nacional (TAMN),15.81,porcentaje,anual,SBS
2025-12-28,Moneda Nacional (TAMN+1),16.81,porcentaje,anual,SBS
2025-12-28,Moneda Nacional (TAMN+2),17.81,porcentaje,anual,SBS
2025-12-28,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2025-12-29,Moneda Nacional (TAMN),15.81,porcentaje,anual,SBS
2025-12-29,Moneda Nacional (TAMN+1),16.81,porcentaje,anual,SBS
2025-12-29,Moneda Nacional (TAMN+2),17.81,porcentaje,anual,SBS
2025-12-29,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2025-12-30,Moneda Nacional (TAMN),15.94,porcentaje,anual,SBS
2025-12-30,Moneda Nacional (TAMN+1),16.94,porcentaje,anual,SBS
2025-12-30,Moneda Nacional (TAMN+2),17.94,porcentaje,anual,SBS
2025-12-30,Moneda Extranjera (TAMEX),9.57,porcentaje,anual,SBS
2025-12-31,Moneda Nacional (TAMN),16.04,porcentaje,anual,SBS
2025-12-31,Moneda Nacional (TAMN+1),17.04,porcentaje,anual,SBS
2025-12-31,Moneda Nacional (TAMN+2),18.04,porcentaje,anual,SBS
2025-12-31,Moneda Extranjera (TAMEX),9.58,porcentaje,anual,SBS
2026-01-01,Moneda Nacional (TAMN),17.06,porcentaje,anual,SBS
2026-01-01,Moneda Nacional (TAMN+1),18.06,porcentaje,anual,SBS
2026-01-01,Moneda Nacional (TAMN+2),19.06,porcentaje,anual,SBS
2026-01-01,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2026-01-02,Moneda Nacional (TAMN),17.06,porcentaje,anual,SBS
2026-01-02,Moneda Nacional (TAMN+1),18.06,porcentaje,anual,SBS
2026-01-02,Moneda Nacional (TAMN+2),19.06,porcentaje,anual,SBS
2026-01-02,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2026-01-03,Moneda Nacional (TAMN),17.06,porcentaje,anual,SBS
2026-01-03,Moneda Nacional (TAMN+1),18.06,porcentaje,anual,SBS
2026-01-03,Moneda Nacional (TAMN+2),19.06,porcentaje,anual,SBS
2026-01-03,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2026-01-04,Moneda Nacional (TAMN),17.06,porcentaje,anual,SBS
2026-01-04,Moneda Nacional (TAMN+1),18.06,porcentaje,anual,SBS
2026-01-04,Moneda Nacional (TAMN+2),19.06,porcentaje,anual,SBS
2026-01-04,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2026-01-05,Moneda Nacional (TAMN),17.06,porcentaje,anual,SBS
2026-01-05,Moneda Nacional (TAMN+1),18.06,porcentaje,anual,SBS
2026-01-05,Moneda Nacional (TAMN+2),19.06,porcentaje,anual,SBS
2026-01-05,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2026-01-06,Moneda Nacional (TAMN),16.15,porcentaje,anual,SBS
2026-01-06,Moneda Nacional (TAMN+1),17.15,porcentaje,anual,SBS
2026-01-06,Moneda Nacional (TAMN+2),18.15,porcentaje,anual,SBS
2026-01-06,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2026-01-07,Moneda Nacional (TAMN),16.87,porcentaje,anual,SBS
2026-01-07,Moneda Nacional (TAMN+1),17.87,porcentaje,anual,SBS
2026-01-07,Moneda Nacional (TAMN+2),18.87,porcentaje,anual,SBS
2026-01-07,Moneda Extranjera (TAMEX),9.6,porcentaje,anual,SBS
2026-01-08,Moneda Nacional (TAMN),16.82,porcentaje,anual,SBS
2026-01-08,Moneda Nacional (TAMN+1),17.82,porcentaje,anual,SBS
2026-01-08,Moneda Nacional (TAMN+2),18.82,porcentaje,anual,SBS
2026-01-08,Moneda Extranjera (TAMEX),9.56,porcentaje,anual,SBS
2026-01-09,Moneda Nacional (TAMN),16.82,porcentaje,anual,SBS
2026-01-09,Moneda Nacional (TAMN+1),17.82,porcentaje,anual,SBS
2026-01-09,Moneda Nacional (TAMN+2),18.82,porcentaje,anual,SBS
2026-01-09,Moneda Extranjera (TAMEX),9.58,porcentaje,anual,SBS
2026-01-10,Moneda Nacional (TAMN),16.84,porcentaje,anual,SBS
2026-01-10,Moneda Nacional (TAMN+1),17.84,porcentaje,anual,SBS
2026-01-10,Moneda Nacional (TAMN+2),18.84,porcentaje,anual,SBS
2026-01-10,Moneda Extranjera (TAMEX),9.56,porcentaje,anual,SBS
2026-01-11,Moneda Nacional (TAMN),16.84,porcentaje,anual,SBS
2026-01-11,Moneda Nacional (TAMN+1),17.84,porcentaje,anual,SBS
2026-01-11,Moneda Nacional (TAMN+2),18.84,porcentaje,anual,SBS
2026-01-11,Moneda Extranjera (TAMEX),9.56,porcentaje,anual,SBS
2026-01-12,Moneda Nacional (TAMN),16.84,porcentaje,anual,SBS
2026-01-12,Moneda Nacional (TAMN+1),17.84,porcentaje,anual,SBS
2026-01-12,Moneda Nacional (TAMN+2),18.84,porcentaje,anual,SBS
2026-01-12,Moneda Extranjera (TAMEX),9.56,porcentaje,anual,SBS
2026-01-13,Moneda Nacional (TAMN),16.88,porcentaje,anual,SBS
2026-01-13,Moneda Nacional (TAMN+1),17.88,porcentaje,anual,SBS
2026-01-13,Moneda Nacional (TAMN+2),18.88,porcentaje,anual,SBS
2026-01-13,Moneda Extranjera (TAMEX),9.66,porcentaje,anual,SBS
2026-01-14,Moneda Nacional (TAMN),16.97,porcentaje,anual,SBS
2026-01-14,Moneda Nacional (TAMN+1),17.97,porcentaje,anual,SBS
2026-01-14,Moneda Nacional (TAMN+2),18.97,porcentaje,anual,SBS
2026-01-14,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2026-01-15,Moneda Nacional (TAMN),16.98,porcentaje,anual,SBS
2026-01-15,Moneda Nacional (TAMN+1),17.98,porcentaje,anual,SBS
2026-01-15,Moneda Nacional (TAMN+2),18.98,porcentaje,anual,SBS
2026-01-15,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2026-01-16,Moneda Nacional (TAMN),16.99,porcentaje,anual,SBS
2026-01-16,Moneda Nacional (TAMN+1),17.99,porcentaje,anual,SBS
2026-01-16,Moneda Nacional (TAMN+2),18.99,porcentaje,anual,SBS
2026-01-16,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2026-01-17,Moneda Nacional (TAMN),16.11,porcentaje,anual,SBS
2026-01-17,Moneda Nacional (TAMN+1),17.11,porcentaje,anual,SBS
2026-01-17,Moneda Nacional (TAMN+2),18.11,porcentaje,anual,SBS
2026-01-17,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2026-01-18,Moneda Nacional (TAMN),16.11,porcentaje,anual,SBS
2026-01-18,Moneda Nacional (TAMN+1),17.11,porcentaje,anual,SBS
2026-01-18,Moneda Nacional (TAMN+2),18.11,porcentaje,anual,SBS
2026-01-18,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2026-01-19,Moneda Nacional (TAMN),16.11,porcentaje,anual,SBS
2026-01-19,Moneda Nacional (TAMN+1),17.11,porcentaje,anual,SBS
2026-01-19,Moneda Nacional (TAMN+2),18.11,porcentaje,anual,SBS
2026-01-19,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2026-01-20,Moneda Nacional (TAMN),16.09,porcentaje,anual,SBS
2026-01-20,Moneda Nacional (TAMN+1),17.09,porcentaje,anual,SBS
2026-01-20,Moneda Nacional (TAMN+2),18.09,porcentaje,anual,SBS
2026-01-20,Moneda Extranjera (TAMEX),9.76,porcentaje,anual,SBS
2026-01-21,Moneda Nacional (TAMN),16.11,porcentaje,anual,SBS
2026-01-21,Moneda Nacional (TAMN+1),17.11,porcentaje,anual,SBS
2026-01-21,Moneda Nacional (TAMN+2),18.11,porcentaje,anual,SBS
2026-01-21,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2026-01-22,Moneda Nacional (TAMN),16.02,porcentaje,anual,SBS
2026-01-22,Moneda Nacional (TAMN+1),17.02,porcentaje,anual,SBS
2026-01-22,Moneda Nacional (TAMN+2),18.02,porcentaje,anual,SBS
2026-01-22,Moneda Extranjera (TAMEX),9.67,porcentaje,anual,SBS
2026-01-23,Moneda Nacional (TAMN),15.98,porcentaje,anual,SBS
2026-01-23,Moneda Nacional (TAMN+1),16.98,porcentaje,anual,SBS
2026-01-23,Moneda Nacional (TAMN+2),17.98,porcentaje,anual,SBS
2026-01-23,Moneda Extranjera (TAMEX),9.68,porcentaje,anual,SBS
2026-01-24,Moneda Nacional (TAMN),15.97,porcentaje,anual,SBS
2026-01-24,Moneda Nacional (TAMN+1),16.97,porcentaje,anual,SBS
2026-01-24,Moneda Nacional (TAMN+2),17.97,porcentaje,anual,SBS
2026-01-24,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2026-01-25,Moneda Nacional (TAMN),15.97,porcentaje,anual,SBS
2026-01-25,Moneda Nacional (TAMN+1),16.97,porcentaje,anual,SBS
2026-01-25,Moneda Nacional (TAMN+2),17.97,porcentaje,anual,SBS
2026-01-25,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2026-01-26,Moneda Nacional (TAMN),15.97,porcentaje,anual,SBS
2026-01-26,Moneda Nacional (TAMN+1),16.97,porcentaje,anual,SBS
2026-01-26,Moneda Nacional (TAMN+2),17.97,porcentaje,anual,SBS
2026-01-26,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2026-01-27,Moneda Nacional (TAMN),16.01,porcentaje,anual,SBS
2026-01-27,Moneda Nacional (TAMN+1),17.01,porcentaje,anual,SBS
2026-01-27,Moneda Nacional (TAMN+2),18.01,porcentaje,anual,SBS
2026-01-27,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2026-01-28,Moneda Nacional (TAMN),16.11,porcentaje,anual,SBS
2026-01-28,Moneda Nacional (TAMN+1),17.11,porcentaje,anual,SBS
2026-01-28,Moneda Nacional (TAMN+2),18.11,porcentaje,anual,SBS
2026-01-28,Moneda Extranjera (TAMEX),9.82,porcentaje,anual,SBS
2026-01-29,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-01-29,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-01-29,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-01-29,Moneda Extranjera (TAMEX),9.83,porcentaje,anual,SBS
2026-01-30,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-01-30,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-01-30,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-01-30,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2026-01-31,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-01-31,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-01-31,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-01-31,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2026-02-01,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-02-01,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-02-01,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-02-01,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2026-02-02,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-02-02,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-02-02,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-02-02,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2026-02-03,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-02-03,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-02-03,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-02-03,Moneda Extranjera (TAMEX),10.03,porcentaje,anual,SBS
2026-02-04,Moneda Nacional (TAMN),16.12,porcentaje,anual,SBS
2026-02-04,Moneda Nacional (TAMN+1),17.12,porcentaje,anual,SBS
2026-02-04,Moneda Nacional (TAMN+2),18.12,porcentaje,anual,SBS
2026-02-04,Moneda Extranjera (TAMEX),10.33,porcentaje,anual,SBS
2026-02-05,Moneda Nacional (TAMN),16.09,porcentaje,anual,SBS
2026-02-05,Moneda Nacional (TAMN+1),17.09,porcentaje,anual,SBS
2026-02-05,Moneda Nacional (TAMN+2),18.09,porcentaje,anual,SBS
2026-02-05,Moneda Extranjera (TAMEX),10.31,porcentaje,anual,SBS
2026-02-06,Moneda Nacional (TAMN),16.05,porcentaje,anual,SBS
2026-02-06,Moneda Nacional (TAMN+1),17.05,porcentaje,anual,SBS
2026-02-06,Moneda Nacional (TAMN+2),18.05,porcentaje,anual,SBS
2026-02-06,Moneda Extranjera (TAMEX),10.01,porcentaje,anual,SBS
2026-02-07,Moneda Nacional (TAMN),15.94,porcentaje,anual,SBS
2026-02-07,Moneda Nacional (TAMN+1),16.94,porcentaje,anual,SBS
2026-02-07,Moneda Nacional (TAMN+2),17.94,porcentaje,anual,SBS
2026-02-07,Moneda Extranjera (TAMEX),9.96,porcentaje,anual,SBS
2026-02-08,Moneda Nacional (TAMN),15.94,porcentaje,anual,SBS
2026-02-08,Moneda Nacional (TAMN+1),16.94,porcentaje,anual,SBS
2026-02-08,Moneda Nacional (TAMN+2),17.94,porcentaje,anual,SBS
2026-02-08,Moneda Extranjera (TAMEX),9.96,porcentaje,anual,SBS
2026-02-09,Moneda Nacional (TAMN),15.94,porcentaje,anual,SBS
2026-02-09,Moneda Nacional (TAMN+1),16.94,porcentaje,anual,SBS
2026-02-09,Moneda Nacional (TAMN+2),17.94,porcentaje,anual,SBS
2026-02-09,Moneda Extranjera (TAMEX),9.96,porcentaje,anual,SBS
2026-02-10,Moneda Nacional (TAMN),15.95,porcentaje,anual,SBS
2026-02-10,Moneda Nacional (TAMN+1),16.95,porcentaje,anual,SBS
2026-02-10,Moneda Nacional (TAMN+2),17.95,porcentaje,anual,SBS
2026-02-10,Moneda Extranjera (TAMEX),10.0,porcentaje,anual,SBS
2026-02-11,Moneda Nacional (TAMN),16.04,porcentaje,anual,SBS
2026-02-11,Moneda Nacional (TAMN+1),17.04,porcentaje,anual,SBS
2026-02-11,Moneda Nacional (TAMN+2),18.04,porcentaje,anual,SBS
2026-02-11,Moneda Extranjera (TAMEX),10.08,porcentaje,anual,SBS
2026-02-12,Moneda Nacional (TAMN),16.06,porcentaje,anual,SBS
2026-02-12,Moneda Nacional (TAMN+1),17.06,porcentaje,anual,SBS
2026-02-12,Moneda Nacional (TAMN+2),18.06,porcentaje,anual,SBS
2026-02-12,Moneda Extranjera (TAMEX),10.1,porcentaje,anual,SBS
2026-02-13,Moneda Nacional (TAMN),16.09,porcentaje,anual,SBS
2026-02-13,Moneda Nacional (TAMN+1),17.09,porcentaje,anual,SBS
2026-02-13,Moneda Nacional (TAMN+2),18.09,porcentaje,anual,SBS
2026-02-13,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-14,Moneda Nacional (TAMN),16.1,porcentaje,anual,SBS
2026-02-14,Moneda Nacional (TAMN+1),17.1,porcentaje,anual,SBS
2026-02-14,Moneda Nacional (TAMN+2),18.1,porcentaje,anual,SBS
2026-02-14,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-15,Moneda Nacional (TAMN),16.1,porcentaje,anual,SBS
2026-02-15,Moneda Nacional (TAMN+1),17.1,porcentaje,anual,SBS
2026-02-15,Moneda Nacional (TAMN+2),18.1,porcentaje,anual,SBS
2026-02-15,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-16,Moneda Nacional (TAMN),16.1,porcentaje,anual,SBS
2026-02-16,Moneda Nacional (TAMN+1),17.1,porcentaje,anual,SBS
2026-02-16,Moneda Nacional (TAMN+2),18.1,porcentaje,anual,SBS
2026-02-16,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-17,Moneda Nacional (TAMN),16.11,porcentaje,anual,SBS
2026-02-17,Moneda Nacional (TAMN+1),17.11,porcentaje,anual,SBS
2026-02-17,Moneda Nacional (TAMN+2),18.11,porcentaje,anual,SBS
2026-02-17,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-18,Moneda Nacional (TAMN),16.1,porcentaje,anual,SBS
2026-02-18,Moneda Nacional (TAMN+1),17.1,porcentaje,anual,SBS
2026-02-18,Moneda Nacional (TAMN+2),18.1,porcentaje,anual,SBS
2026-02-18,Moneda Extranjera (TAMEX),10.17,porcentaje,anual,SBS
2026-02-19,Moneda Nacional (TAMN),16.16,porcentaje,anual,SBS
2026-02-19,Moneda Nacional (TAMN+1),17.16,porcentaje,anual,SBS
2026-02-19,Moneda Nacional (TAMN+2),18.16,porcentaje,anual,SBS
2026-02-19,Moneda Extranjera (TAMEX),10.16,porcentaje,anual,SBS
2026-02-20,Moneda Nacional (TAMN),16.19,porcentaje,anual,SBS
2026-02-20,Moneda Nacional (TAMN+1),17.19,porcentaje,anual,SBS
2026-02-20,Moneda Nacional (TAMN+2),18.19,porcentaje,anual,SBS
2026-02-20,Moneda Extranjera (TAMEX),10.17,porcentaje,anual,SBS
2026-02-21,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-02-21,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-02-21,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-02-21,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-22,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-02-22,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-02-22,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-02-22,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-23,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-02-23,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-02-23,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-02-23,Moneda Extranjera (TAMEX),10.15,porcentaje,anual,SBS
2026-02-24,Moneda Nacional (TAMN),16.12,porcentaje,anual,SBS
2026-02-24,Moneda Nacional (TAMN+1),17.12,porcentaje,anual,SBS
2026-02-24,Moneda Nacional (TAMN+2),18.12,porcentaje,anual,SBS
2026-02-24,Moneda Extranjera (TAMEX),10.13,porcentaje,anual,SBS
2026-02-25,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-02-25,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-02-25,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-02-25,Moneda Extranjera (TAMEX),10.11,porcentaje,anual,SBS
2026-02-26,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
