fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2025-09-02,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2025-09-03,Moneda Nacional (TAMN),15.32,porcentaje,anual,SBS
2025-09-03,Moneda Nacional (TAMN+1),16.32,porcentaje,anual,SBS
2025-09-03,Moneda Nacional (TAMN+2),17.32,porcentaje,anual,SBS
2025-09-03,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2025-09-04,Moneda Nacional (TAMN),15.32,porcentaje,anual,SBS
2025-09-04,Moneda Nacional (TAMN+1),16.32,porcentaje,anual,SBS
2025-09-04,Moneda Nacional (TAMN+2),17.32,porcentaje,anual,SBS
2025-09-04,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2025-09-05,Moneda Nacional (TAMN),15.37,porcentaje,anual,SBS
2025-09-05,Moneda Nacional (TAMN+1),16.37,porcentaje,anual,SBS
2025-09-05,Moneda Nacional (TAMN+2),17.37,porcentaje,anual,SBS
2025-09-05,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2025-09-06,Moneda Nacional (TAMN),15.34,porcentaje,anual,SBS
2025-09-06,Moneda Nacional (TAMN+1),16.34,porcentaje,anual,SBS
2025-09-06,Moneda Nacional (TAMN+2),17.34,porcentaje,anual,SBS
2025-09-06,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-09-07,Moneda Nacional (TAMN),15.34,porcentaje,anual,SBS
2025-09-07,Moneda Nacional (TAMN+1),16.34,porcentaje,anual,SBS
2025-09-07,Moneda Nacional (TAMN+2),17.34,porcentaje,anual,SBS
2025-09-07,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-09-08,Moneda Nacional (TAMN),15.34,porcentaje,anual,SBS
2025-09-08,Moneda Nacional (TAMN+1),16.34,porcentaje,anual,SBS
2025-09-08,Moneda Nacional (TAMN+2),17.34,porcentaje,anual,SBS
2025-09-08,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-09-09,Moneda Nacional (TAMN),15.26,porcentaje,anual,SBS
2025-09-09,Moneda Nacional (TAMN+1),16.26,porcentaje,anual,SBS
2025-09-09,Moneda Nacional (TAMN+2),17.26,porcentaje,anual,SBS
2025-09-09,Moneda Extranjera (TAMEX),9.63,porcentaje,anual,SBS
2025-09-10,Moneda Nacional (TAMN),15.29,porcentaje,anual,SBS
2025-09-10,Moneda Nacional (TAMN+1),16.29,porcentaje,anual,SBS
2025-09-10,Moneda Nacional (TAMN+2),17.29,porcentaje,anual,SBS
2025-09-10,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2025-09-11,Moneda Nacional (TAMN),15.31,porcentaje,anual,SBS
2025-09-11,Moneda Nacional (TAMN+1),16.31,porcentaje,anual,SBS
2025-09-11,Moneda Nacional (TAMN+2),17.31,porcentaje,anual,SBS
2025-09-11,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2025-09-12,Moneda Nacional (TAMN),15.33,porcentaje,anual,SBS
2025-09-12,Moneda Nacional (TAMN+1),16.33,porcentaje,anual,SBS
2025-09-12,Moneda Nacional (TAMN+2),17.33,porcentaje,anual,SBS
2025-09-12,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-09-13,Moneda Nacional (TAMN),15.32,porcentaje,anual,SBS
2025-09-13,Moneda Nacional (TAMN+1),16.32,porcentaje,anual,SBS
2025-09-13,Moneda Nacional (TAMN+2),17.32,porcentaje,anual,SBS
2025-09-13,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2025-09-14,Moneda Nacional (TAMN),15.32,porcentaje,anual,SBS
2025-09-14,Moneda Nacional (TAMN+1),16.32,porcentaje,anual,SBS
2025-09-14,Moneda Nacional (TAMN+2),17.32,porcentaje,anual,SBS
2025-09-14,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2025-09-15,Moneda Nacional (TAMN),15.32,porcentaje,anual,SBS
2025-09-15,Moneda Nacional (TAMN+1),16.32,porcentaje,anual,SBS
2025-09-15,Moneda Nacional (TAMN+2),17.32,porcentaje,anual,SBS
2025-09-15,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2025-09-16,Moneda Nacional (TAMN),15.36,porcentaje,anual,SBS
2025-09-16,Moneda Nacional (TAMN+1),16.36,porcentaje,anual,SBS
2025-09-16,Moneda Nacional (TAMN+2),17.36,porcentaje,anual,SBS
2025-09-16,Moneda Extranjera (TAMEX),9.76,porcentaje,anual,SBS
2025-09-17,Moneda Nacional (TAMN),15.4,porcentaje,anual,SBS
2025-09-17,Moneda Nacional (TAMN+1),16.4,porcentaje,anual,SBS
2025-09-17,Moneda Nacional (TAMN+2),17.4,porcentaje,anual,SBS
2025-09-17,Moneda Extranjera (TAMEX),9.78,porcentaje,anual,SBS
2025-09-18,Moneda Nacional (TAMN),15.37,porcentaje,anual,SBS
2025-09-18,Moneda Nacional (TAMN+1),16.37,porcentaje,anual,SBS
2025-09-18,Moneda Nacional (TAMN+2),17.37,porcentaje,anual,SBS
2025-09-18,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-09-19,Moneda Nacional (TAMN),15.36,porcentaje,anual,SBS
2025-09-19,Moneda Nacional (TAMN+1),16.36,porcentaje,anual,SBS
2025-09-19,Moneda Nacional (TAMN+2),17.36,porcentaje,anual,SBS
2025-09-19,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2025-09-20,Moneda Nacional (TAMN),15.35,porcentaje,anual,SBS
2025-09-20,Moneda Nacional (TAMN+1),16.35,porcentaje,anual,SBS
2025-09-20,Moneda Nacional (TAMN+2),17.35,porcentaje,anual,SBS
2025-09-20,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2025-09-21,Moneda Nacional (TAMN),15.35,porcentaje,anual,SBS
2025-09-21,Moneda Nacional (TAMN+1),16.35,porcentaje,anual,SBS
2025-09-21,Moneda Nacional (TAMN+2),17.35,porcentaje,anual,SBS
2025-09-21,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2025-09-22,Moneda Nacional (TAMN),15.35,porcentaje,anual,SBS
2025-09-22,Moneda Nacional (TAMN+1),16.35,porcentaje,anual,SBS
2025-09-22,Moneda Nacional (TAMN+2),17.35,porcentaje,anual,SBS
2025-09-22,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2025-09-23,Moneda Nacional (TAMN),15.35,porcentaje,anual,SBS
2025-09-23,Moneda Nacional (TAMN+1),16.35,porcentaje,anual,SBS
2025-09-23,Moneda Nacional (TAMN+2),17.35,porcentaje,anual,SBS
2025-09-23,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-09-24,Moneda Nacional (TAMN),15.32,porcentaje,anual,SBS
2025-09-24,Moneda Nacional (TAMN+1),16.32,porcentaje,anual,SBS
2025-09-24,Moneda Nacional (TAMN+2),17.32,porcentaje,anual,SBS
2025-09-24,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-09-25,Moneda Nacional (TAMN),15.33,porcentaje,anual,SBS
2025-09-25,Moneda Nacional (TAMN+1),16.33,porcentaje,anual,SBS
2025-09-25,Moneda Nacional (TAMN+2),17.33,porcentaje,anual,SBS
2025-09-25,Moneda Extranjera (TAMEX),9.7,porcentaje,anual,SBS
2025-09-26,Moneda Nacional (TAMN),15.35,porcentaje,anual,SBS
2025-09-26,Moneda Nacional (TAMN+1),16.35,porcentaje,anual,SBS
2025-09-26,Moneda Nacional (TAMN+2),17.35,porcentaje,anual,SBS
2025-09-26,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2025-09-27,Moneda Nacional (TAMN),15.41,porcentaje,anual,SBS
2025-09-27,Moneda Nacional (TAMN+1),16.41,porcentaje,anual,SBS
2025-09-27,Moneda Nacional (TAMN+2),17.41,porcentaje,anual,SBS
2025-09-27,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-09-28,Moneda Nacional (TAMN),15.41,porcentaje,anual,SBS
2025-09-28,Moneda Nacional (TAMN+1),16.41,porcentaje,anual,SBS
2025-09-28,Moneda Nacional (TAMN+2),17.41,porcentaje,anual,SBS
2025-09-28,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-09-29,Moneda Nacional (TAMN),15.41,porcentaje,anual,SBS
2025-09-29,Moneda Nacional (TAMN+1),16.41,porcentaje,anual,SBS
2025-09-29,Moneda Nacional (TAMN+2),17.41,porcentaje,anual,SBS
2025-09-29,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-09-30,Moneda Nacional (TAMN),15.41,porcentaje,anual,SBS
2025-09-30,Moneda Nacional (TAMN+1),16.41,porcentaje,anual,SBS
2025-09-30,Moneda Nacional (TAMN+2),17.41,porcentaje,anual,SBS
2025-09-30,Moneda Extranjera (TAMEX),9.68,porcentaje,anual,SBS
2025-10-01,Moneda Nacional (TAMN),15.49,porcentaje,anual,SBS
2025-10-01,Moneda Nacional (TAMN+1),16.49,porcentaje,anual,SBS
2025-10-01,Moneda Nacional (TAMN+2),17.49,porcentaje,anual,SBS
2025-10-01,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2025-10-02,Moneda Nacional (TAMN),15.82,porcentaje,anual,SBS
2025-10-02,Moneda Nacional (TAMN+1),16.82,porcentaje,anual,SBS
2025-10-02,Moneda Nacional (TAMN+2),17.82,porcentaje,anual,SBS
2025-10-02,Moneda Extranjera (TAMEX),9.91,porcentaje,anual,SBS
2025-10-03,Moneda Nacional (TAMN),15.46,porcentaje,anual,SBS
2025-10-03,Moneda Nacional (TAMN+1),16.46,porcentaje,anual,SBS
2025-10-03,Moneda Nacional (TAMN+2),17.46,porcentaje,anual,SBS
2025-10-03,Moneda Extranjera (TAMEX),9.65,porcentaje,anual,SBS
2025-10-04,Moneda Nacional (TAMN),15.42,porcentaje,anual,SBS
2025-10-04,Moneda Nacional (TAMN+1),16.42,porcentaje,anual,SBS
2025-10-04,Moneda Nacional (TAMN+2),17.42,porcentaje,anual,SBS
2025-10-04,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2025-10-05,Moneda Nacional (TAMN),15.42,porcentaje,anual,SBS
2025-10-05,Moneda Nacional (TAMN+1),16.42,porcentaje,anual,SBS
2025-10-05,Moneda Nacional (TAMN+2),17.42,porcentaje,anual,SBS
2025-10-05,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2025-10-06,Moneda Nacional (TAMN),15.42,porcentaje,anual,SBS
2025-10-06,Moneda Nacional (TAMN+1),16.42,porcentaje,anual,SBS
2025-10-06,Moneda Nacional (TAMN+2),17.42,porcentaje,anual,SBS
2025-10-06,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2025-10-07,Moneda Nacional (TAMN),15.42,porcentaje,anual,SBS
2025-10-07,Moneda Nacional (TAMN+1),16.42,porcentaje,anual,SBS
2025-10-07,Moneda Nacional (TAMN+2),17.42,porcentaje,anual,SBS
2025-10-07,Moneda Extranjera (TAMEX),9.59,porcentaje,anual,SBS
2025-10-08,Moneda Nacional (TAMN),15.36,porcentaje,anual,SBS
2025-10-08,Moneda Nacional (TAMN+1),16.36,porcentaje,anual,SBS
2025-10-08,Moneda Nacional (TAMN+2),17.36,porcentaje,anual,SBS
2025-10-08,Moneda Extranjera (TAMEX),9.55,porcentaje,anual,SBS
2025-10-09,Moneda Nacional (TAMN),15.36,porcentaje,anual,SBS
2025-10-09,Moneda Nacional (TAMN+1),16.36,porcentaje,anual,SBS
2025-10-09,Moneda Nacional (TAMN+2),17.36,porcentaje,anual,SBS
2025-10-09,Moneda Extranjera (TAMEX),9.55,porcentaje,anual,SBS
2025-10-10,Moneda Nacional (TAMN),15.35,porcentaje,anual,SBS
2025-10-10,Moneda Nacional (TAMN+1),16.35,porcentaje,anual,SBS
2025-10-10,Moneda Nacional (TAMN+2),17.35,porcentaje,anual,SBS
2025-10-10,Moneda Extranjera (TAMEX),9.56,porcentaje,anual,SBS
2025-10-11,Moneda Nacional (TAMN),15.5,porcentaje,anual,SBS
2025-10-11,Moneda Nacional (TAMN+1),16.5,porcentaje,anual,SBS
2025-10-11,Moneda Nacional (TAMN+2),17.5,porcentaje,anual,SBS
2025-10-11,Moneda Extranjera (TAMEX),9.67,porcentaje,anual,SBS
2025-10-12,Moneda Nacional (TAMN),15.5,porcentaje,anual,SBS
2025-10-12,Moneda Nacional (TAMN+1),16.5,porcentaje,anual,SBS
2025-10-12,Moneda Nacional (TAMN+2),17.5,porcentaje,anual,SBS
2025-10-12,Moneda Extranjera (TAMEX),9.67,porcentaje,anual,SBS
2025-10-13,Moneda Nacional (TAMN),15.5,porcentaje,anual,SBS
2025-10-13,Moneda Nacional (TAMN+1),16.5,porcentaje,anual,SBS
2025-10-13,Moneda Nacional (TAMN+2),17.5,porcentaje,anual,SBS
2025-10-13,Moneda Extranjera (TAMEX),9.67,porcentaje,anual,SBS
2025-10-14,Moneda Nacional (TAMN),15.55,porcentaje,anual,SBS
2025-10-14,Moneda Nacional (TAMN+1),16.55,porcentaje,anual,SBS
2025-10-14,Moneda Nacional (TAMN+2),17.55,porcentaje,anual,SBS
2025-10-14,Moneda Extranjera (TAMEX),9.7,porcentaje,anual,SBS
2025-10-15,Moneda Nacional (TAMN),15.65,porcentaje,anual,SBS
2025-10-15,Moneda Nacional (TAMN+1),16.65,porcentaje,anual,SBS
2025-10-15,Moneda Nacional (TAMN+2),17.65,porcentaje,anual,SBS
2025-10-15,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-10-16,Moneda Nacional (TAMN),15.66,porcentaje,anual,SBS
2025-10-16,Moneda Nacional (TAMN+1),16.66,porcentaje,anual,SBS
2025-10-16,Moneda Nacional (TAMN+2),17.66,porcentaje,anual,SBS
2025-10-16,Moneda Extranjera (TAMEX),9.76,porcentaje,anual,SBS
2025-10-17,Moneda Nacional (TAMN),15.65,porcentaje,anual,SBS
2025-10-17,Moneda Nacional (TAMN+1),16.65,porcentaje,anual,SBS
2025-10-17,Moneda Nacional (TAMN+2),17.65,porcentaje,anual,SBS
2025-10-17,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2025-10-18,Moneda Nacional (TAMN),15.59,porcentaje,anual,SBS
2025-10-18,Moneda Nacional (TAMN+1),16.59,porcentaje,anual,SBS
2025-10-18,Moneda Nacional (TAMN+2),17.59,porcentaje,anual,SBS
2025-10-18,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2025-10-19,Moneda Nacional (TAMN),15.59,porcentaje,anual,SBS
2025-10-19,Moneda Nacional (TAMN+1),16.59,porcentaje,anual,SBS
2025-10-19,Moneda Nacional (TAMN+2),17.59,porcentaje,anual,SBS
2025-10-19,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2025-10-20,Moneda Nacional (TAMN),15.59,porcentaje,anual,SBS
2025-10-20,Moneda Nacional (TAMN+1),16.59,porcentaje,anual,SBS
2025-10-20,Moneda Nacional (TAMN+2),17.59,porcentaje,anual,SBS
2025-10-20,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2025-10-21,Moneda Nacional (TAMN),15.61,porcentaje,anual,SBS
2025-10-21,Moneda Nacional (TAMN+1),16.61,porcentaje,anual,SBS
2025-10-21,Moneda Nacional (TAMN+2),17.61,porcentaje,anual,SBS
2025-10-21,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2025-10-22,Moneda Nacional (TAMN),15.56,porcentaje,anual,SBS
2025-10-22,Moneda Nacional (TAMN+1),16.56,porcentaje,anual,SBS
2025-10-22,Moneda Nacional (TAMN+2),17.56,porcentaje,anual,SBS
2025-10-22,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2025-10-23,Moneda Nacional (TAMN),15.53,porcentaje,anual,SBS
2025-10-23,Moneda Nacional (TAMN+1),16.53,porcentaje,anual,SBS
2025-10-23,Moneda Nacional (TAMN+2),17.53,porcentaje,anual,SBS
2025-10-23,Moneda Extranjera (TAMEX),9.63,porcentaje,anual,SBS
2025-10-24,Moneda Nacional (TAMN),15.55,porcentaje,anual,SBS
2025-10-24,Moneda Nacional (TAMN+1),16.55,porcentaje,anual,SBS
2025-10-24,Moneda Nacional (TAMN+2),17.55,porcentaje,anual,SBS
2025-10-24,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2025-10-25,Moneda Nacional (TAMN),15.56,porcentaje,anual,SBS
2025-10-25,Moneda Nacional (TAMN+1),16.56,porcentaje,anual,SBS
2025-10-25,Moneda Nacional (TAMN+2),17.56,porcentaje,anual,SBS
2025-10-25,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2025-10-26,Moneda Nacional (TAMN),15.56,porcentaje,anual,SBS
2025-10-26,Moneda Nacional (TAMN+1),16.56,porcentaje,anual,SBS
2025-10-26,Moneda Nacional (TAMN+2),17.56,porcentaje,anual,SBS
2025-10-26,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2025-10-27,Moneda Nacional (TAMN),15.56,porcentaje,anual,SBS
2025-10-27,Moneda Nacional (TAMN+1),16.56,porcentaje,anual,SBS
2025-10-27,Moneda Nacional (TAMN+2),17.56,porcentaje,anual,SBS
2025-10-27,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2025-10-28,Moneda Nacional (TAMN),15.6,porcentaje,anual,SBS
2025-10-28,Moneda Nacional (TAMN+1),16.6,porcentaje,anual,SBS
2025-10-28,Moneda Nacional (TAMN+2),17.6,porcentaje,anual,SBS
2025-10-28,Moneda Extranjera (TAMEX),9.68,porcentaje,anual,SBS
2025-10-29,Moneda Nacional (TAMN),15.71,porcentaje,anual,SBS
2025-10-29,Moneda Nacional (TAMN+1),16.71,porcentaje,anual,SBS
2025-10-29,Moneda Nacional (TAMN+2),17.71,porcentaje,anual,SBS
2025-10-29,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
2025-10-30,Moneda Nacional (TAMN),15.72,porcentaje,anual,SBS
2025-10-30,Moneda Nacional (TAMN+1),16.72,porcentaje,anual,SBS
2025-10-30,Moneda Nacional (TAMN+2),17.72,porcentaje,anual,SBS
2025-10-30,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2025-10-31,Moneda Nacional (TAMN),15.73,porcentaje,anual,SBS
2025-10-31,Moneda Nacional (TAMN+1),16.73,porcentaje,anual,SBS
2025-10-31,Moneda Nacional (TAMN+2),17.73,porcentaje,anual,SBS
2025-10-31,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2025-11-01,Moneda Nacional (TAMN),15.72,porcentaje,anual,SBS
2025-11-01,Moneda Nacional (TAMN+1),16.72,porcentaje,anual,SBS
2025-11-01,Moneda Nacional (TAMN+2),17.72,porcentaje,anual,SBS
2025-11-01,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2025-11-02,Moneda Nacional (TAMN),15.72,porcentaje,anual,SBS
2025-11-02,Moneda Nacional (TAMN+1),16.72,porcentaje,anual,SBS
2025-11-02,Moneda Nacional (TAMN+2),17.72,porcentaje,anual,SBS
2025-11-02,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2025-11-03,Moneda Nacional (TAMN),15.72,porcentaje,anual,SBS
2025-11-03,Moneda Nacional (TAMN+1),16.72,porcentaje,anual,SBS
2025-11-03,Moneda Nacional (TAMN+2),17.72,porcentaje,anual,SBS
2025-11-03,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2025-11-04,Moneda Nacional (TAMN),15.72,porcentaje,anual,SBS
2025-11-04,Moneda Nacional (TAMN+1),16.72,porcentaje,anual,SBS
2025-11-04,Moneda Nacional (TAMN+2),17.72,porcentaje,anual,SBS
2025-11-04,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2025-11-05,Moneda Nacional (TAMN),15.68,porcentaje,anual,SBS
2025-11-05,Moneda Nacional (TAMN+1),16.68,porcentaje,anual,SBS
2025-11-05,Moneda Nacional (TAMN+2),17.68,porcentaje,anual,SBS
2025-11-05,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2025-11-06,Moneda Nacional (TAMN),15.66,porcentaje,anual,SBS
2025-11-06,Moneda Nacional (TAMN+1),16.66,porcentaje,anual,SBS
2025-11-06,Moneda Nacional (TAMN+2),17.66,porcentaje,anual,SBS
2025-11-06,Moneda Extranjera (TAMEX),9.74,porcentaje,anual,SBS
2025-11-07,Moneda Nacional (TAMN),15.57,porcentaje,anual,SBS
2025-11-07,Moneda Nacional (TAMN+1),16.57,porcentaje,anual,SBS
2025-11-07,Moneda Nacional (TAMN+2),17.57,porcentaje,anual,SBS
2025-11-07,Moneda Extranjera (TAMEX),9.66,porcentaje,anual,SBS
2025-11-08,Moneda Nacional (TAMN),15.61,porcentaje,anual,SBS
2025-11-08,Moneda Nacional (TAMN+1),16.61,porcentaje,anual,SBS
2025-11-08,Moneda Nacional (TAMN+2),17.61,porcentaje,anual,SBS
2025-11-08,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-11-09,Moneda Nacional (TAMN),15.61,porcentaje,anual,SBS
2025-11-09,Moneda Nacional (TAMN+1),16.61,porcentaje,anual,SBS
2025-11-09,Moneda Nacional (TAMN+2),17.61,porcentaje,anual,SBS
2025-11-09,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-11-10,Moneda Nacional (TAMN),15.61,porcentaje,anual,SBS
2025-11-10,Moneda Nacional (TAMN+1),16.61,porcentaje,anual,SBS
2025-11-10,Moneda Nacional (TAMN+2),17.61,porcentaje,anual,SBS
2025-11-10,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2025-11-11,Moneda Nacional (TAMN),15.63,porcentaje,anual,SBS
2025-11-11,Moneda Nacional (TAMN+1),16.63,porcentaje,anual,SBS
2025-11-11,Moneda Nacional (TAMN+2),17.63,porcentaje,anual,SBS
2025-11-11,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-11-12,Moneda Nacional (TAMN),15.78,porcentaje,anual,SBS
2025-11-12,Moneda Nacional (TAMN+1),16.78,porcentaje,anual,SBS
2025-11-12,Moneda Nacional (TAMN+2),17.78,porcentaje,anual,SBS
2025-11-12,Moneda Extranjera (TAMEX),9.87,porcentaje,anual,SBS
2025-11-13,Moneda Nacional (TAMN),15.8,porcentaje,anual,SBS
2025-11-13,Moneda Nacional (TAMN+1),16.8,porcentaje,anual,SBS
2025-11-13,Moneda Nacional (TAMN+2),17.8,porcentaje,anual,SBS
2025-11-13,Moneda Extranjera (TAMEX),9.86,porcentaje,anual,SBS
2025-11-14,Moneda Nacional (TAMN),15.82,porcentaje,anual,SBS
2025-11-14,Moneda Nacional (TAMN+1),16.82,porcentaje,anual,SBS
2025-11-14,Moneda Nacional (TAMN+2),17.82,porcentaje,anual,SBS
2025-11-14,Moneda Extranjera (TAMEX),9.85,porcentaje,anual,SBS
2025-11-15,Moneda Nacional (TAMN),15.82,porcentaje,anual,SBS
2025-11-15,Moneda Nacional (TAMN+1),16.82,porcentaje,anual,SBS
2025-11-15,Moneda Nacional (TAMN+2),17.82,porcentaje,anual,SBS
2025-11-15,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2025-11-16,Moneda Nacional (TAMN),15.82,porcentaje,anual,SBS
2025-11-16,Moneda Nacional (TAMN+1),16.82,porcentaje,anual,SBS
2025-11-16,Moneda Nacional (TAMN+2),17.82,porcentaje,anual,SBS
2025-11-16,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2025-11-17,Moneda Nacional (TAMN),15.82,porcentaje,anual,SBS
2025-11-17,Moneda Nacional (TAMN+1),16.82,porcentaje,anual,SBS
2025-11-17,Moneda Nacional (TAMN+2),17.82,porcentaje,anual,SBS
2025-11-17,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2025-11-18,Moneda Nacional (TAMN),15.8,porcentaje,anual,SBS
2025-11-18,Moneda Nacional (TAMN+1),16.8,porcentaje,anual,SBS
2025-11-18,Moneda Nacional (TAMN+2),17.8,porcentaje,anual,SBS
2025-11-18,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2025-11-19,Moneda Nacional (TAMN),15.79,porcentaje,anual,SBS
2025-11-19,Moneda Nacional (TAMN+1),16.79,porcentaje,anual,SBS
2025-11-19,Moneda Nacional (TAMN+2),17.79,porcentaje,anual,SBS
2025-11-19,Moneda Extranjera (TAMEX),9.82,porcentaje,anual,SBS
2025-11-20,Moneda Nacional (TAMN),15.77,porcentaje,anual,SBS
2025-11-20,Moneda Nacional (TAMN+1),16.77,porcentaje,anual,SBS
2025-11-20,Moneda Nacional (TAMN+2),17.77,porcentaje,anual,SBS
2025-11-20,Moneda Extranjera (TAMEX),9.78,porcentaje,anual,SBS
2025-11-21,Moneda Nacional (TAMN),15.8,porcentaje,anual,SBS
2025-11-21,Moneda Nacional (TAMN+1),16.8,porcentaje,anual,SBS
2025-11-21,Moneda Nacional (TAMN+2),17.8,porcentaje,anual,SBS
2025-11-21,Moneda Extranjera (TAMEX),9.81,porcentaje,anual,SBS
2025-11-22,Moneda Nacional (TAMN),15.71,porcentaje,anual,SBS
2025-11-22,Moneda Nacional (TAMN+1),16.71,porcentaje,anual,SBS
2025-11-22,Moneda Nacional (TAMN+2),17.71,porcentaje,anual,SBS
2025-11-22,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-11-23,Moneda Nacional (TAMN),15.71,porcentaje,anual,SBS
2025-11-23,Moneda Nacional (TAMN+1),16.71,porcentaje,anual,SBS
2025-11-23,Moneda Nacional (TAMN+2),17.71,porcentaje,anual,SBS
2025-11-23,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-11-24,Moneda Nacional (TAMN),15.71,porcentaje,anual,SBS
2025-11-24,Moneda Nacional (TAMN+1),16.71,porcentaje,anual,SBS
2025-11-24,Moneda Nacional (TAMN+2),17.71,porcentaje,anual,SBS
2025-11-24,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2025-11-25,Moneda Nacional (TAMN),15.7,porcentaje,anual,SBS
2025-11-25,Moneda Nacional (TAMN+1),16.7,porcentaje,anual,SBS
2025-11-25,Moneda Nacional (TAMN+2),17.7,porcentaje,anual,SBS
2025-11-25,Moneda Extranjera (TAMEX),9.76,porcentaje,anual,SBS
2025-11-26,Moneda Nacional (TAMN),15.81,porcentaje,anual,SBS
2025-11-26,Moneda Nacional (TAMN+1),16.81,porcentaje,anual,SBS
2025-11-26,Moneda Nacional (TAMN+2),17.81,porcentaje,anual,SBS
2025-11-26,Moneda Extranjera (TAMEX),9.81,porcentaje,anual,SBS
2025-11-27,Moneda Nacional (TAMN),15.84,porcentaje,anual,SBS
2025-11-27,Moneda Nacional (TAMN+1),16.84,porcentaje,anual,SBS
2025-11-27,Moneda Nacional (TAMN+2),17.84,porcentaje,anual,SBS
2025-11-27,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
2025-11-28,Moneda Nacional (TAMN),15.85,porcentaje,anual,SBS
2025-11-28,Moneda Nacional (TAMN+1),16.85,porcentaje,anual,SBS
2025-11-28,Moneda Nacional (TAMN+2),17.85,porcentaje,anual,SBS
2025-11-28,Moneda Extranjera (TAMEX),9.81,porcentaje,anual,SBS
2025-11-29,Moneda Nacional (TAMN),15.86,porcentaje,anual,SBS
2025-11-29,Moneda Nacional (TAMN+1),16.86,porcentaje,anual,SBS
2025-11-29,Moneda Nacional (TAMN+2),17.86,porcentaje,anual,SBS
2025-11-29,Moneda Extranjera (TAMEX),9.82,porcentaje,anual,SBS
