fecha_consulta,Moneda,Compra,Venta
2026-05-19,Dólar de N.A.,3.429,3.439
2026-05-19,Dólar Canadiense,2.162,2.625
2026-05-19,Libra Esterlina,4.16,4.705
2026-05-19,Yen Japonés,0.021,0.026
2026-05-19,Peso Mexicano,0.198,0.204
2026-05-19,Franco Suizo,3.975,4.387
2026-05-19,Euro,3.875,4.025
