fecha_consulta,Moneda,Compra,Venta
2025-12-13,Dólar de N.A.,3.363,3.373
2025-12-13,Dólar Canadiense,2.241,2.456
2025-12-13,Peso Chileno,0.003,
2025-12-13,Libra Esterlina,4.477,4.747
2025-12-13,Yen Japonés,0.021,0.027
2025-12-13,Peso Mexicano,0.186,0.187
2025-12-13,Franco Suizo,,4.625
2025-12-13,Euro,3.771,4.165
