fecha_consulta,Moneda,Compra,Venta
2025-11-27,Dólar de N.A.,3.363,3.371
2025-11-27,Dólar Canadiense,2.246,2.406
2025-11-27,Peso Chileno,0.003,
2025-11-27,Libra Esterlina,4.096,4.732
2025-11-27,Yen Japonés,0.021,0.022
2025-11-27,Peso Mexicano,0.183,0.184
2025-11-27,Franco Suizo,3.825,4.35
2025-11-27,Euro,3.628,4.066
