Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
INTERBANK,0,AYACUCHO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,0,AYACUCHO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC ICA,0,AYACUCHO,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,7,7,0.5,0.5,,
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.9,6.9,0.25,0.25,,
CMAC PIURA,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.5,7,0.9,1,,
FINANCIERA OH,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.5,6.5,0,0,,
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,6,0.01,0.01,,
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,5.5,0.8,0.8,,
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,7.5,0.25,0.5,,
COMPARTAMOS BANCO,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,6,0.2,0.2,,
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6,1,1,,
CMAC CUSCO,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,4.75,5.75,0.25,0.4,,
CMAC ICA,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,4,5.5,1,1.5,,
MIBANCO,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,3.75,5.75,1,1.3,,
BBVA,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1,3,0.5,1.25,,
INTERBANK,,AYACUCHO,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,0.25,1.5,0.1,0.7,,
BANCO PICHINCHA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,1,
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.8,
BBVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.75,
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.5,
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.35,
MIBANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC PIURA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.3,
INTERBANK,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.3,
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.3,
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.25,
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.2,
CMAC ICA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.15,
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.11,
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.01,
CMAC CUSCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.01,
BANCO PICHINCHA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,1,
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.8,
BBVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.75,
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.5,
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.4,
MIBANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC PIURA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.3,
INTERBANK,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.3,
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.25,
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.25,
CMAC ICA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.15,
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.11,
CMAC CUSCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.1,
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.01,
COMPARTAMOS BANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,07-06-2025,,,,,0.01,
BANCO PICHINCHA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,1,
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.8,
BBVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.75,
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.5,
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.35,
MIBANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.35,
CMAC PIURA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.3,
INTERBANK,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.3,
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.3,
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.25,
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.2,
CMAC ICA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.15,
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.11,
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.01,
CMAC CUSCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,07-06-2025,,,,,0.01,
FINANCIERA EFECTIVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,5.4,
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,4,
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,3.55,
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,3.5,
BBVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,3.5,
COMPARTAMOS BANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,3.3,
CMAC PIURA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,3,
CMAC ICA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,3,
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,2.85,
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,2.8,
CMAC CUSCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,2.6,
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,1.8,
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,1.7,
MIBANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,1.15,
BANCO PICHINCHA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,1,
INTERBANK,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,0.5,
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,07-06-2025,,,,,0.2,
FINANCIERA EFECTIVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,5.4
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,4
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,3.55
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,3.5
BBVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,3.5
COMPARTAMOS BANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,3.3
CMAC PIURA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,3
CMAC ICA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,3
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,2.85
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,2.8
CMAC CUSCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,2.6
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,1.8
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,1.7
MIBANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,1.15
BANCO PICHINCHA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,1
INTERBANK,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,0.5
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,07-06-2025,,,,,,0.25
FINANCIERA EFECTIVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,5.4,
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,4,
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,3.5,
BBVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,3.5,
COMPARTAMOS BANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,3.3,
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,3.2,
CMAC PIURA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,3,
CMAC ICA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,3,
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,2.85,
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,2.8,
CMAC CUSCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,2.6,
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,1.7,
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,1.6,
MIBANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,1.15,
BANCO PICHINCHA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,1,
INTERBANK,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,0.5,
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,07-06-2025,,,,,0.2,
FINANCIERA EFECTIVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,5.4,
FINANC. PROEMPRESA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,4.2,
CRAC LOS ANDES,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,4,
CMAC TRUJILLO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.85,
FINANCIERA CONFIANZA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.5,
BBVA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.5,
COMPARTAMOS BANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.4,
CMAC ICA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.1,
CMAC PIURA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3,
CMAC HUANCAYO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.95,
BN. SANTANDER CONS.,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.8,
CMAC CUSCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.6,
CMAC AREQUIPA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1.7,
MIBANCO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1.15,
BANCO PICHINCHA,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1,
INTERBANK,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,0.5,
BANCO DE CREDITO,,AYACUCHO,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,0.25,
BANCO FALABELLA,1.5,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC MAYNAS,0.25,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,0.25,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.25,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0.2,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0.2,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0.15,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0.1,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC CUSCO,0.01,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
ALFIN BANCO,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,0,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,-1.03,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO PICHINCHA,2.25,CAJAMARCA,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
