Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
FINANCIERA EFECTIVA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,5.4,
CRAC DEL CENTRO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,4.8,
FINANC. PROEMPRESA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,4.2,
BANCO FALABELLA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,4,
CRAC LOS ANDES,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,4,
CRAC CENCOSUD SCOTIA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,4,
CMAC TRUJILLO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.85,
FINANCIERA CONFIANZA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.5,
FINANCIERA QAPAQ,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.5,
BBVA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.5,
CMCP LIMA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.4,
COMPARTAMOS BANCO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3.4,
CMAC PIURA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,3,
CMAC HUANCAYO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.95,
BN. SANTANDER CONS.,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.8,
BANCOM,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.75,
CMAC CUSCO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.6,
ALFIN BANCO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,2.5,
CMAC MAYNAS,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1.75,
CMAC AREQUIPA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1.7,
BANBIF,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1.4,
MIBANCO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1.15,
BANCO PICHINCHA,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,1,
SCOTIABANK PERU,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,0.75,
INTERBANK,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,0.5,
BANCO DE CREDITO,,JUNIN,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,07-06-2025,,,,,0.25,
BANCO FALABELLA,1.5,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PAITA,0.25,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,0.25,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.25,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0.2,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0.2,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0.15,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0.1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANC. PROEMPRESA,0.1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC CUSCO,0.01,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
ALFIN BANCO,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,-1.03,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCOM,-1.31,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO PICHINCHA,2.25,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCOM,0.5,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PAITA,0.3,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC DEL SANTA,0.2,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO GNB,0.2,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,0.15,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMCP LIMA,0.15,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.15,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO RIPLEY,0.1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANC. PROEMPRESA,0.1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC TRUJILLO,0.1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC HUANCAYO,0.1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CRAC LOS ANDES,0.08,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANCIERA CONFIANZA,0.01,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
COMPARTAMOS BANCO,0.01,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO FALABELLA,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BN. SANTANDER CONS.,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO RIPLEY,4.8,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO FALABELLA,4,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANC. PROEMPRESA,1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0.8,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PAITA,0.75,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0.5,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.3,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC CUSCO,0.3,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0.25,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0.25,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
ALFIN BANCO,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BN. SANTANDER CONS.,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,-3.79,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCOM,-7.44,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,-9.6,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANCIERA EFECTIVA,5,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO PICHINCHA,4,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
COMPARTAMOS BANCO,3.5,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CRAC LOS ANDES,2,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PAITA,1.1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANC. PROEMPRESA,1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMCP LIMA,1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO GNB,1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCOM,1,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANCIERA CONFIANZA,0.75,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC DEL SANTA,0.6,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC TRUJILLO,0.6,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC PIURA,0.35,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC HUANCAYO,0.3,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
CMAC AREQUIPA,0.3,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO RIPLEY,0.15,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANBIF,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO DE CREDITO,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BBVA,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BANCO FALABELLA,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
BN. SANTANDER CONS.,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
INTERBANK,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
SCOTIABANK PERU,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
MIBANCO,0,LA LIBERTAD,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,07-06-2025,,,,,,
FINANC. PROEMPRESA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.9,6.9,0.25,0.25,,
CMAC PIURA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.5,7,0.9,1,,
CMAC DEL SANTA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.5,6.5,0.25,0.25,,
FINANCIERA OH,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.5,6.5,0,0,,
CMCP LIMA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6.3,6.5,1,1,,
CMAC PAITA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,6,6,1,1,,
CRAC CENCOSUD SCOTIA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.75,5.75,0,0,,
FINANCIERA CONFIANZA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,6,0.01,0.01,,
BN. SANTANDER CONS.,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,5.5,0.8,0.8,,
CMAC TRUJILLO,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,7.5,0.25,0.5,,
COMPARTAMOS BANCO,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.5,6,0.2,0.2,,
BANCO RIPLEY,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5.25,5.25,1,1,,
BANCO FALABELLA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6,1.5,1.75,,
CMAC HUANCAYO,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6,1,1,,
BANCOM,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,5.25,2,2,,
CMAC CUSCO,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,4.75,5.75,0.25,0.4,,
BANCO GNB,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,3.75,5.5,1.3,2,,
MIBANCO,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,3.75,5.75,1,1.3,,
FINANCIERA QAPAQ,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,3,3,1.25,1.25,,
BANBIF,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1.75,5,0.8,3.1,,
BBVA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1,3,0.5,1.25,,
BANCO PICHINCHA,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,1,1,0.5,0.5,,
SCOTIABANK PERU,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,0.3,2.6,0.15,1.1,,
INTERBANK,,LA LIBERTAD,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,07-06-2025,0.25,1.5,0.1,0.7,,
BANCO FALABELLA,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,2,
BANCO PICHINCHA,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,1,
SCOTIABANK PERU,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.95,
BN. SANTANDER CONS.,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.8,
BBVA,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.75,
BANCOM,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.65,
BANCO GNB,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.5,
CMCP LIMA,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.45,
ALFIN BANCO,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.4,
BANBIF,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.4,
CMAC HUANCAYO,,LA LIBERTAD,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,07-06-2025,,,,,0.35,
