Fecha,Num1,Num2,Num3,Num4,Num5,Num6,BolaExtra,SiOsi1,SiOsi2,SiOsi3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Miércoles 4 de Junio de 2025,01 - 05 - 21 - 30 - 36 - 50,No encontrada,No encontrada
Miércoles 4 de Junio de 2025,01 - 05 - 21 - 30 - 36 - 50,No encontrada,No encontrada
Miércoles 4 de Junio de 2025,01 - 05 - 21 - 30 - 36 - 50,37,09 - 24 - 43
